orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
8,928.736433,929.198771,1,overlap,NULL,NULL,NULL,NULL
9,929.198771,931.55584,2,speech,"Conceptఊ ఇలా paper ని మడతపెడతం",NULL,NULL,"Concept is folding the paper"
10,931.765736,932.117452,1,speech,Right,NULL,NULL,Right
11,932.367058,935.90408,2,speech,"పెట్టినప్పుడు ఇ see this is everything is an action",010110000,NULL,"When put, see everything is an action"
12,936.088448,936.408964,1,speech,Right,NULL,NULL,Right
13,936.408964,946.33078,2,speech,"Where as this is dialogue. అంటే it's very easy tolded మ్మ్చ్ చూడగానే ఇది ఓ ఇ ఆ Sita అలా జడ వేసుకుంటూ వచ్చి కూర్చీలో కూర్చుంది",11000010001011100000000,NULL,"This is dialogue, that very easily told, seeing that Sita came and sat on the chair with a plait like that"
14,946.682497,947.42564,1,overlap,NULL,NULL,NULL,NULL
15,948.106382,952.451786,2,speech,"Shekhar enter అయ్యి cigaretteని అవతల పడేసి చిలిపిగా నవ్వాడు",NULL,NULL,"Shekhar entered and threw away the cigarette and laughed mischievously"
16,952.534042,952.982197,1,speech,Okay,NULL,NULL,Okay
17,953.387806,954.150805,2,speech,"Kanchara ఏంటి",NULL,NULL,"What is Kanchara?"
18,954.150805,954.522376,1,overlap,NULL,NULL,NULL,NULL
19,954.522376,955.617237,2,speech,"హస్యం ఇది dialogue",NULL,NULL,"Humor is dialogue"
20,956.371726,958.535918,1,speech,"Got it got it అంటే actually ఇది ఇక్కడ చూసుకొని అక్కడ dialogue",11001000000,NULL,"Got it is actually dialogue here and there"
21,958.535918,958.901817,2,overlap,NULL,NULL,NULL,NULL
22,958.901817,965.703565,2,speech,"Easy అదీ western concept వచ్చేటప్పటికి ఏవైందంటే dialogueఊ actionఊ ఇదిగొ ఇలా ఉంటాయి",01000100000,NULL,"Easy, when the western concept comes, dialogue, action and it is like this"
23,965.825531,966.353107,1,speech,"Right right right",011,NULL,Right
24,966.415508,970.516979,2,speech,"దురదృష్టం ఏవిటంటే చాలా మంది action ని కూడా dialogue అని practice చేసి చెప్పినవాళ్లు ఉన్నారు మా వాళ్ళు",NULL,NULL,"Unfortunately, there are many people who practice and say that action is also dialogue."
25,970.516979,971.121138,1,overlap,NULL,NULL,NULL,NULL
26,971.274305,974.141931,2,speech,"So that is not our concept మనం చాలా clear cut గా ఉండేది",000000100000,NULL,"So that is not our concept, it was very clear cut"
27,974.944639,976.053681,1,speech,"ఇప్పుడు అలా అది అలాగే follow",001000,NULL,"Now follow like that too"
28,976.053681,976.833698,2,overlap,NULL,NULL,NULL,NULL
29,976.833698,977.63357,2,speech,"చ్చని concept follow",100,NULL,"Follow the concept"
30,977.63357,978.544063,1,overlap,NULL,NULL,NULL,NULL
31,978.544063,984.404118,2,speech,"This is very difficult మన for us. ఎందుకంటే action ఉంటుంది దాని కింద dialogue ఉంటుంది",00001000000000,NULL,"This is very difficult for us because there is action under it, there is dialogue"
32,984.404118,984.909001,1,overlap,NULL,NULL,NULL,NULL
33,985.686182,990.354938,2,speech,"దానికి differentiation ఎట్లాగా పెద్ద అక్షరాలతో dialogue అయినా ఉండాలి పెద్ద అక్షరాలతో action",00100000000,NULL,"For that differentiation, there should be dialogue in capital letters and action in capital letters."
34,990.354938,990.993134,1,overlap,NULL,NULL,NULL,NULL
35,990.993134,991.319323,1,speech,Yeah,NULL,NULL,Yes
36,991.373215,992.658116,2,speech,"ఇట్లా ఇట్లా ఉంటుందన్నమాట",100,NULL,"It will be like this"
37,992.658116,992.896375,1,speech,hmm,1,NULL,
38,992.896375,995.137151,2,speech,"మరి అది concept ఇది అయితే చాలా clear cutఉ",NULL,NULL,"And its concepts are very clear cut"
39,995.137151,995.514396,1,speech,hmm,1,NULL,
40,995.514396,1004.812198,2,speech,"ఈ ఈ publicity చాలా మేము ఆ I say ఇప్పుడూ ఈ ghost అనే పదం అంటే మ్మ్చ్ వారు చాలా మంది busy గా ఉన్నారు నేను single",11111111000000110000000,NULL,"Now this ghost as a word that there are a lot of people are busy, I am a single"
41,1004.812198,1005.42203,1,overlap,NULL,NULL,NULL,NULL
42,1005.773746,1011.673511,2,speech,"So నేనే అన్నీ ఊ leftఊ rightఊ మొత్తం dialogue లు రాసి ఇస్తాను నచ్చకపోతే ఇంకోసారి రాస్తాను నచ్చకపోతే ఇంకోసారి రాస్తాను",00010000000000111,NULL,"So I will write all the left and right dialogues, if you don't like it, I will write it again"
43,1011.673511,1012.280506,1,overlap,NULL,NULL,NULL,NULL
44,1012.331562,1022.837682,2,speech,"ఈ నచ్చకపోవడం అనే point ఏవిటంటే [BREATH] ఇది రచన ప్రతివాడు అప్పుడు ఆఖరికి చదువుతునప్పుడు టీ ఇచ్చేవాడు కోవర్ producersఊ చాలా మంది ఉంటారు",0000010000000010000,NULL,"The point of not liking this is that everyone who ready this writing then at the end a person who gives the tea and producers and there will be many."
45,1022.871719,1023.373766,1,overlap,NULL,NULL,NULL,NULL
46,1023.373766,1024.5367,2,speech,"I am reading out the script",NULL,NULL,"I am reading out the script"
47,1024.5367,1024.945146,1,speech,Right,NULL,NULL,Right
48,1025.574832,1032.504219,2,speech,"ఆ వాడు చాలా సార్లు hmm director విని ఆ టీ ఇచ్చే boy కాసి అంటే వాడు, అంటడు",110010010000000,NULL,"Many times director hears and the boy who gives tea then he says"
49,1032.69426,1033.190634,1,laugh,NULL,NULL,NULL,NULL
50,1033.190634,1036.134844,2,speech,"అంటే అది కొంచం ఏదోరోజు ఎంటంటే  మనకి తెలిసిపోతుంటాది మన ఇన్",1110000001,NULL,"It means that we will know that someday"
51,1036.134844,1036.750348,1,overlap,NULL,NULL,NULL,NULL
52,1036.750348,1038.540132,2,speech,"నాడి Anybody can comment",1000,NULL,"Anybody can comment"
53,1038.579842,1039.16131,1,speech,"అర్ధమైంది అండి",01,NULL,Understood.
54,1039.16131,1045.58014,2,speech,"రచన బాదేవిటంటే ఈ shotకి director shot పెట్టి చేయాలంటే అ అ nobody can do it ఓ dance bitఊ ఓ",000000001100001001,NULL,"What is wrong with the writing is that if the director wants to put a shot for this shot, no one can do it dance bit"
55,1045.58014,1046.155935,1,overlap,NULL,NULL,NULL,NULL
56,1046.155935,1046.504815,2,speech,చెప్పలేడు,NULL,NULL,"Can't say"
57,1046.504815,1047.086282,1,overlap,NULL,NULL,NULL,NULL
58,1047.086282,1054.112108,2,speech,"ప్రతి bitఊ వేరేవాడికి చెప్పలేడు మొత్తం industryలో ఉండే twenty four craftsలో most ఎవ్వడైనా comment చెయ్యగలిగిన వాడు ఎవడంటే scriptఉ",NULL,NULL,"I didn't tell anyone every bit of it. Out of the twenty four crafts in the entire industry, the one who could comment the most was the script."
59,1054.90347,1055.49912,1,laugh,NULL,NULL,NULL,NULL
60,1055.774253,1061.813003,2,speech,"అది అది అనమాట అయితే ఇప్పుడు నా దగ్గర నాలుగు ఐదు cinemaలు ఉన్నాయి అనుకో I cannot ఓ continuousగ రాయలేను",10000000000000000,NULL,"If that is the case, now I have four or five films, I can't write continuously"
61,1061.813003,1062.388797,1,overlap,NULL,NULL,NULL,NULL
62,1062.388797,1065.891782,2,speech,"తంటే content చెప్పేసేసి మనా assistantలకి ఇచ్చేస్తాం",100000,NULL,"We will tell the content and give it to our assistants"
63,1065.891782,1066.288882,1,speech,Okay,NULL,NULL,Okay
64,1067.176683,1070.34497,2,speech,"ఈ assistantలూ చ చాల సార్లు ఏవిటంటే వాళ్ళు sceneలు రస్తా",001000000,NULL,"Many times these assistants write the scenes"
65,1070.447081,1070.949129,1,overlap,NULL,NULL,NULL,NULL
66,1070.974657,1074.332984,2,speech,"రాసినప్పుడూ final checking మా దగ్గరకి ఆ main writer కు వస్తుందన్నమాట",NULL,NULL,"It is said that the main writer will come to us for final checking when written"
67,1074.332984,1074.832195,1,overlap,NULL,NULL,NULL,NULL
68,1074.976853,1077.339595,2,speech,"ఇది బాలేదు రా ఇది బావుంది ఇది అబ్దుతంగా ఉంది అంట",NULL,NULL,"It's not good, it's good, it's wonderful"
69,1077.339595,1077.651602,1,speech,hmm,1,NULL,
70,1077.651602,1080.69225,2,speech,"But the whole credit goes to principal writer main",NULL,NULL,"But the whole credit goes to main principle writer"
71,1080.69225,1081.072331,1,overlap,NULL,NULL,NULL,NULL
72,1081.072331,1081.324773,1,speech,Yeah,NULL,NULL,Yes
73,1081.324773,1082.062243,2,speech,"వాళ్ళే ghostలు",NULL,NULL,"They are ghosts"
74,1082.317522,1083.089029,1,speech,"So వాళ్ళే profile చేసి",NULL,NULL,"So they created their profile."
75,1083.089029,1083.755589,2,overlap,NULL,NULL,NULL,NULL
76,1083.755589,1085.848871,2,speech,"ఒక్కొక్కసారి ఏమవుతుందదీ ఒకరు రాసి ఎల్లిపోతాడు",NULL,NULL,"What happens every once in a while, is that one writes and passes away"
77,1086.472885,1086.983441,1,speech,hmm,1,NULL,
78,1087.204683,1088.818609,2,speech,"రాసివెళ్లిపో అలా నా జీవితంలో చాల సార్లు జరిగి",1000000,NULL,"It has happened many times in my life"
79,1088.906538,1089.317819,1,speech,hmm,1,NULL,
80,1089.317819,1091.130295,2,speech,"ask అక్కడ మనం మనం enter అవుతాం",100100,NULL,"We will enter there"
81,1091.490521,1093.77668,1,speech,"మ్మ్చ్ ok అంటే rough rough work",100100,NULL,"Ok. Means rough work"
82,1093.77668,1094.329783,2,overlap,NULL,NULL,NULL,NULL
83,1094.329783,1100.082054,2,speech,"Practical తప్పేంలేదు ఇప్పుడు ఇవాళ మ్మ్చ్ ఒక ఒక script రాయడానికి నన్ను పిలిచారు",00001100000,NULL,"I was called upon to write a script, now today there was no practical error"
84,1100.116091,1100.501845,1,speech,hmm,1,NULL,
85,1102.456142,1115.747631,2,speech,"నేను ఎళ్ళానూ కథ చెప్పారు Bapu sir నేను రాస్తానన్నాను రాస్తానన్న two three daysకి నాకూ నా ఇంకొక writer మిత్రుడు phone చేసాడు",0000000010000000000,NULL,"I went and Bapu sir have told the story, I said I will write.Two or three days later, another writer friend of mine called me"
86,1115.747631,1116.218478,1,speech,hmm,1,NULL,
87,1116.30357,1125.000051,2,speech,"ఎక్కడున్నావ్ రా అని నేను Chennai లో ఉన్నాను అరే నేను కూడా Chennai లోనే ఉన్నాను ఎందుకంటే నేను పలానా company కి dialogueలు రాయాలని వచ్చాను అరే నేను రాస్తున్న ఆ com~",00100001000000000000010011,NULL,"Where are you? I am in Chennai. I am also in Chennai because I have come to write dialogues for some company. I am also writing for"
88,1125.000051,1125.669447,1,overlap,NULL,NULL,NULL,NULL
89,1126.009818,1135.137435,2,speech,"అవునా అని అ బూతులు తిట్టుకొని అతను నన్ను ఏవనుకుంటున్నారు నన్ను అ నువ్ నిన్ను పిలిచి నన్ను పిలుస్తారా నేను అక్కర్లేదు అని వెళ్లిపోయాడతను",0010000001100000000,NULL,"He scolded her and said, "What do you think of me? Do you call me? I don't want to call you.""
90,1135.171472,1135.789813,1,speech,ఓ,1,NULL,
91,1136.527283,1141.411608,2,speech,"అది నా నాకు తెలుసు తప్పా hmm producers మాముల directorఊ మామూలుగానే వాళ్ళకి ఎం తెలియనట్టే acting",01000101000000,NULL,"I know that, producers and directors are acting as they don't know anything."
92,1141.411608,1142.001584,1,speech,hmm,1,NULL,
93,1142.041294,1150.831377,2,speech,"Final గా మ్మ్చ్ ఇకమరి నాకు నాకేమో చిల్ guiltyగా feel అవుతుందిగా నన్ను పిలిచి అల్లాణి పిలటం నన్ను తక్కువ చేయడం see you must believe me",0011011000000000000000,NULL,"Finally, I feel guilty for calling me and other people degrading me. You must believe me."
94,1150.831377,1151.112183,1,speech,Right,NULL,NULL,Right
95,1151.112183,1167.035875,2,speech,"Or him what is this అంటే it's a process అండి దాని గురించి పెద్ద అ పట్టించుకో అక్కర్లేదు అసలు మీరే మా writerఊ అన్నాడు cinema సగం పైచిలకి రాసాక నాకు తెలిసింది ఏంటంటే already ఆ cinema ఇంకొకరు రాసారు అతను hospitalలో ఉన్నాడు [BREATH] so scriptఊ అవ్వట్లేదుగా",0000000000000100000000000000000000001000,NULL,"Or him, what is this? I mean it's a process, you don't worry too much about it, he said, you are our writer, when I wrote the cinema half way up,I know that cinema was already written by someone else, he is in the hospital so the script is not going to happen"
96,1167.035875,1167.702435,1,overlap,NULL,NULL,NULL,NULL
97,1167.702435,1177.717853,2,speech,"నన్నూ పిలిచి ఇది finish చేయమన్నారు నేనా i was చాలా బాధపడ్డా అతనెవరో hopistal లో ఉంటే ఆ విషయం నాకు చెప్పకుండా ఇప్పుడు",0000010000000010000,NULL,"He called me and told me to finish this. I was very sad that he was in the hospital. Now don't tell me that."
98,1177.717853,1178.319175,1,overlap,NULL,NULL,NULL,NULL
99,1178.358885,1184.037408,2,speech,"నేన్ చెప్ నేను అన్న sir sir ఇంకా నేను ఆపేస్తున్న నేను రాయను you have to I have to take the permission from him",1100100000011100000000,NULL,"I said sir, I will stop, I'm not writing. I have to take the permission from him"
100,1184.304032,1186.388805,1,overlap,NULL,NULL,NULL,NULL
101,1186.669611,1187.163149,1,speech,"Ethics were",NULL,NULL,"Ethics were"
102,1187.163149,1187.770144,2,overlap,NULL,NULL,NULL,NULL
103,1187.770144,1195.349073,2,speech,"రాయమండి వద్దు నేను అట్లా రాలే ది ఇది నా బిడ్డా నువ్ ఎవడో ఎంగిలి చేసి అ అవతల పడేసి చింపేసి నన్ను రాయ",1000010001000100001,NULL,"No, I can't come like that, this is my child, when someone has picked it up, thrown it away and torn it"
104,1195.451184,1195.876648,1,speech,hmm,1,NULL,
105,1195.876648,1200.792173,2,speech,"So అదీ ఎవనాలే అది అక్కడ అతని hospitalలో ఉన్నాడు అందుకనే చెప్పలేదు మేము ఎందుకంటే cinema ఆగిపోతుంది కోట్లతో",111100000000001,NULL,"We didn't tell him because he was in the hospital because the movie would stop"
106,1200.792173,1201.983472,1,overlap,NULL,NULL,NULL,NULL
107,1202.684069,1209.380869,2,speech,"So నన్ను hospitalకి తీసుకెళ్లారు తీసుకెళ్లారు he is unable అక్కడెక్కడో ఉన్నాడు మనం లోపలికెళ్లడానికి intensive careలో ఊరికే",000010000000000,NULL,"So they took me to the hospital,he is unable,he is there somewhere in intensive care for us to go inside."
108,1209.636147,1210.192087,1,overlap,NULL,NULL,NULL,NULL
109,1210.192087,1213.408593,2,speech,"It's it's నా నా నా భా నా బాధ్యత అది",111111000,NULL,"That is my responsibility"
110,1213.470995,1213.746128,1,speech,hmm,1,NULL,
111,1213.746128,1215.419619,2,speech,"ఊ బీరు నువ్ రాసేసై అన్నాడు",11000,NULL,"He said, you write"
112,1215.419619,1215.904647,1,speech,hmm,1,NULL,
113,1215.91883,1217.325697,0,noise,NULL,NULL,NULL,NULL
114,1217.337042,1222.241222,2,speech,"ఆ తరువాతా సరే రాసేశా ఆ cinema superhitఊ",0010000,NULL,"After that I had written that movie was a super hit"
115,1222.283768,1222.675195,1,speech,hmm,1,NULL,
116,1222.697886,1227.139728,2,speech,"అందలో నా పేరుతో పాటు ఇంకొంతమంది పేరు కూడా వేశారు అదీ కూడా చాలా బాధాకరమైన",NULL,NULL,"In addition to the names of a few others, it is also very painful"
117,1227.139728,1227.604902,1,speech,hmm,1,NULL,
118,1227.9084,1228.444484,2,speech,"So this",NULL,NULL,"So this"
119,1228.444484,1229.32094,1,overlap,NULL,NULL,NULL,NULL
120,1229.32094,1236.412003,2,speech,"This ఆ creator లక్షం అంతకి అందరికి ఇస్తారన్నమాట అట్లా రాసినవాళ్లందరికి ఆ which was ఆ I was not happy for that",1100100001011000000,NULL,"Creator said that he will give to all those who wrote that,Which I was not happy for that"
121,1236.412003,1238.584705,1,speech,"అది majorly నాకు అడగడానికి కూడా reason అదే uncle ఇప్పుడు",101010000,NULL,"Now, the main reason for asking the same uncle"
122,1238.584705,1239.885206,2,overlap,NULL,NULL,NULL,NULL
123,1239.888042,1242.567046,2,speech,"అప్పుడైతే ఎవడైతే పేరైతే రాదో వాడు ghostఊ",NULL,NULL,"Then whoever is not named is a ghost"
124,1242.567046,1243.227933,1,laugh,NULL,NULL,NULL,NULL
125,1243.571141,1248.679543,1,speech,"అర్ధమైంది అంటే ఇప్పుడు ఆ నా మా doubt ఏముండిదంటే మొత్తం ready ఉంటది పేరు ఈనది వస్తదేమో అన్న",000101000000000,NULL,"I understand that now what is the reason behind my doubt is, that everything was ready, name of the entire thing will be his."
126,1248.679543,1249.468069,2,overlap,NULL,NULL,NULL,NULL
127,1249.468069,1251.581206,2,speech,"లేదు లేదు మొత్తం ఆ అట్లా కూడ ఉన్నాయి ఇప్పుడు",10010000,NULL,"No, now they are all like that."
128,1251.606734,1251.896049,1,speech,హా,NULL,NULL,Yes
129,1251.896049,1259.137443,2,speech,"ఎట్లాంటే మొత్తం రాసేసి వాడిది చిరవి దెబ్దలో దశలో వాడితో దెబ్బలు డబ్బుల విషయం లోనో గొడవొచ్చి వాడిని పంపించేస్తే",000101001000000,NULL,"For example, if at the last stage after writing the whole amount, there is a quarrel with him about money and he is sent away"
130,1259.137443,1259.432431,1,speech,hmm,1,NULL,
131,1259.432431,1262.532644,2,speech,"ఈ second వచ్చేవాడు కొంచం కొంచం దిద్ది ఆ పేరంతా వీడే",000100100,NULL,"The second-coming person will leave that name little."
132,1262.532644,1262.844651,1,overlap,NULL,NULL,NULL,NULL
133,1262.844651,1263.176513,1,speech,ఉందా,NULL,NULL,"Is there"
134,1263.241751,1264.013258,2,speech,"ఆ అట్లా",10,NULL,"Like that"
135,1264.013258,1264.495451,1,overlap,NULL,NULL,NULL,NULL
136,1264.495451,1267.490716,1,speech,"Related ఇంకో question ఉండింది నాకు అంటే ఇది music relates related question",10000000100,NULL,"I have one more question which is music related"
137,1267.490716,1268.023679,2,overlap,NULL,NULL,NULL,NULL
138,1268.066452,1276.572126,1,speech,"ఇప్పుడు ఆ ofcourse use చెయ్యొచో లేదో పేర్లు తెలియదు గాని ఇప్పుడు మనకి ఇంతకుముందుకు చాలా ఇంతకుముందు కాదు ఇప్పుడు కూడా చాలా famous ఉన్న డిఅస్పి లాంటి వాళ్ళు గాని లేకపోతే వేరే  any any music directors",1100000000000011100000000000100,NULL,"Of course, I don't know if we can use the names or not but now we have people like DSP who were very famous before, otherwise, any other music directors behind the scenes"
139,1276.724886,1286.869174,1,speech,"ఒక era బాగుండుంది ఇంకో ఇంకో era బాలేదు అనడానికి వెన్ వెనకాల అంటే పిల్లలం మేము అనుకోవడం ఏందంటే may be కింద వాళ్ళ కింద ఉన్న assistants ఎవరైతే ఉంటారో వాళ్ళు ఇచ్చే music బాగుండేది కాబట్టి అప్పుడు బాగుండేది ఇప్పుడు వాళ్ళు",000010001000000001000000000000000,NULL,"To say that one era was good and another era is not good. What do we think as children behind that? It may be that there are the assistants below them; their music was good, so then it was good. Now they"
140,1286.869174,1287.490351,2,overlap,NULL,NULL,NULL,NULL
141,1287.490351,1291.824409,2,speech,"ఆ ఆప్ అది this అప్ ఇప్పుడూ ఒక music director ఉన్నడనుకో",1111100000,NULL,"Now there is a music director"
142,1291.824409,1292.156271,1,overlap,NULL,NULL,NULL,NULL
143,1292.156271,1294.357337,2,speech,"creative అంటే in fact ఆ field నాది కాకపోయినా",NULL,NULL,"Creative means, in fact that field is not mine"
144,1294.357337,1294.743091,1,overlap,NULL,NULL,NULL,NULL
145,1294.828184,1295.080625,1,speech,Yeah,NULL,NULL,Yes
146,1295.080625,1295.514598,2,overlap,NULL,NULL,NULL,NULL
147,1295.514598,1299.437375,2,speech,"దే చెపుత్నాడు వెయ్యి పాటలు చెయ్యాలి అంటే వెయ్యి అద్భుతాలు చేయలేడు",100000000,NULL,"He said that he should perform a thousand songs, which means he cannot perform a thousand miracles"
148,1299.44872,1299.854329,1,speech,అవును,NULL,NULL,Yes
149,1300.041533,1311.506365,2,speech,"So he has to take ఇప్పుడు inspirationఓ ఎక్కడో lineఓ ఎక్కడో ఇప్పుడు నేను script రాస్తున్నా కూడా ఆ scriptఊ నా జీవితంలో అచ్చు విచ్చా అని ఒకా ఒక పదం ఉంది",00000100010000000000001000,NULL,"So he has to take inspiration somewhere. Even though I'm writing a script, there is one word that the script has molded in my life."
150,1311.551748,1312.022594,1,speech,hmm,1,NULL,
151,1312.082159,1318.875398,2,speech,"అదీ film చుట్టూ ఆ అ film medium లో గాని నాటక శాస్త్రంలో గాని అంటే theatre arts లో గాని జరుగు",011110000000111000,NULL,"It happens In film media or theatre arts"
152,1318.875398,1319.442683,1,speech,"Right హా",NULL,NULL,"Yes correct"
153,1319.669597,1328.391605,2,speech,"అచ్చు విచ్చా దాని పేరు అంటే ఒక creatorఉ either అనుభవించాలి చూడాలి వినాలి",NULL,NULL,"The vowel in its name means that a creator must either experience, see, or hear."
154,1328.408624,1328.87947,1,overlap,NULL,NULL,NULL,NULL
1,1329.645305,1331.931464,2,speech,"అచ్చువి చదవాలి these are the",000001,NULL,"These are the vowels should be read"
2,1331.931464,1332.453366,1,overlap,NULL,NULL,NULL,NULL
3,1332.453366,1332.790901,1,speech,"Ok ok",01,NULL,Ok
4,1332.790901,1337.522058,2,speech,"అచ్చు విచ్చా అంటే either మ్మ్చ్ నాకు జరిగిన సంఘటన ఇప్పుడు Mithunam తీశాను",11111000000,NULL,"The situation which was happened to me, now I took Mithunam"
5,1337.522058,1337.859593,1,overlap,NULL,NULL,NULL,NULL
6,1337.859593,1339.328861,2,speech,"చాలా సంఘటనలు నాకు personal ఇవి",NULL,NULL,"Many incidents are personal to me"
7,1339.998258,1340.75842,1,speech,"మీ father ని inspiration",0010,NULL,"Your father is an inspiration"
8,1340.75842,1341.728477,2,overlap,NULL,NULL,NULL,NULL
9,1341.728477,1345.086805,2,speech,"త్వ అ క ఆ ఆ original కథకి మా నాన్నని adopt చేసారు",11111000000,NULL,"My father was adopted for the original story"
10,1345.160552,1345.492414,1,speech,hmm,1,NULL,
11,1345.492414,1346.505017,2,speech,"అది నా అనుభవించినవి",NULL,NULL,"That I felt"
12,1346.505017,1346.975864,1,speech,hmm,1,NULL,
13,1347.758717,1348.567099,2,speech,చూసినవి,NULL,NULL,Seen
14,1348.601136,1349.111692,1,speech,hmm,1,NULL,
15,1349.131547,1351.386506,2,speech,"చాలా విన్నవి చదివినవి",NULL,NULL,"Heard and read a lot"
16,1351.451743,1352.115467,1,overlap,NULL,NULL,NULL,NULL
17,1352.115467,1354.2589,2,speech,"ఎక్కడ తిరిగిన ఇ ఈ ఈ circle లోనే",0011000,NULL,"Wherever you roam in this circle."
18,1354.2589,1354.915019,1,overlap,NULL,NULL,NULL,NULL
19,1355.127751,1366.913098,2,speech,"So అట్లాగా ఒక అబ్దుతమైన చాలా సార్లు అరే మనం ఇది అబ్దుతం అని praise చేసి awards ఇచ్చేసిన తరువాత ఇది ఎక్కడో englishలో ఉంది chinaలో ఉంది Germanyలో ఉంది ఊ Korean దాని~",001100100000000000000000101,NULL,"So after we praise many times wonderfully like that and returning the awards, this is somewhere in English or in China or in Germany or Korean"
20,1366.913098,1367.386781,1,overlap,NULL,NULL,NULL,NULL
21,1367.386781,1368.612117,2,speech,"ఉంటుంది ఎందుకంటే",NULL,NULL,"It will be there because"
22,1368.762447,1369.099982,1,overlap,NULL,NULL,NULL,NULL
23,1369.099982,1376.928516,2,speech,"నా జీవితంలో పొద్దున్న నుంచి సాయంత్రం తీసే ప్రపంచం అంతా ఒకటే చేస్తుంది అ ఆహారం నిద్ర భయ మయోజనాలు",000000000010001,NULL,"In my life, from morning to evening, the world is doing same thing only for food,sleep and fear"
24,1377.254705,1377.524165,1,speech,hmm,1,NULL,
25,1377.524165,1380.749181,2,speech,"ఏమో in the common so ఈ similarities లక్షలుంటాయ్",00000100,NULL,"Maybe there are millions of qualities which are common. So"
26,1380.820092,1381.092388,1,speech,అవును,NULL,NULL,Yes
27,1381.092388,1386.189445,2,speech,"అని నా కథ ఆడు కొట్టే ఎక్కువ సార్లు ఇట్లా జరుగుతుంది నా super అప్పుడు వింటాడు ఆ కథా అది superhit అయ్యాక అ",1001100001111110001,NULL,"This happens many times like this after my story became super hit"
28,1386.189445,1387.182194,1,overlap,NULL,NULL,NULL,NULL
29,1387.817553,1390.012946,1,speech,"[BREATH] Trolls కి scope లేదు కదా ఏదోకటి దొరకాలే",10100000,NULL,"No scope for trolls, so have to find something"
30,1390.012946,1403.965323,2,speech,"ఆ అట్ల అట్లా అంచేత ghost అనేది ఉంది ఆ మరీ worthless ఆ ఊ writer ఉ బాగా ప్రతిభావాంతుడ్ని వాడేసుకున్నాడు అనేది చాలా తక్కువ ఉంటుంది అట్ల అట్లా కూడా జరిగాయి ఏమిటంటే",11010001001101000000010001,NULL,"That's why there is a ghost. That's very worthless writer who used a very talented person that is very little by, that also happened."
31,1403.965323,1404.456024,1,overlap,NULL,NULL,NULL,NULL
32,1404.575154,1406.089805,2,speech,"అసలు నాకు ఈ section తెలియదు",NULL,NULL,"Really I don't know about this section"
33,1406.089805,1406.543633,1,overlap,NULL,NULL,NULL,NULL
34,1406.543633,1407.564746,2,speech,"Only direction తెలుసు",NULL,NULL,"Just know the direction only"
35,1407.564746,1408.004392,1,speech,hmm,1,NULL,
36,1408.004392,1411.44214,2,speech,"ఆ మ్మ్ మ్మ్ but నాకు అ కీర్తి కావలి",11100100,NULL,"But I want fame"
37,1412.139901,1412.468926,1,speech,hmm,1,NULL,
38,1412.468926,1413.68008,2,speech,"So నేను వేరే వాడ్ని వాడేసుకో",NULL,NULL,"So let me use someone else"
39,1413.68008,1414.153763,1,overlap,NULL,NULL,NULL,NULL
40,1414.153763,1416.425739,2,speech,"నీకు నీకు నీకు నీకు డబ్బులిస్తాం అయ్యా",111000,NULL,"We will pay you, sir"
41,1416.49665,1416.85404,1,overlap,NULL,NULL,NULL,NULL
42,1416.85404,1417.693622,2,speech,"పేరు రాదు ok నా",NULL,NULL,"The name doesn't come. Is it ok?"
43,1417.801406,1418.090721,1,speech,hmm,1,NULL,
44,1418.090721,1424.305329,2,speech,"అంటే వీడు ఒప్పుకోవాలి అప్పుడంటే సరే sir నాకు పేరు ఒద్దు నాకు ఆర్ధికమైన అవసరాలు ఉన్నాయి కబట్టు మీరు యాబై ఇచ్చేది వంద ఇవ్వండి",0000100000000000000,NULL,"So he has to agree then. Sir I don't want this fame, I have some financial needs. Give me hundred rupees instead of paying fifty rupees."
45,1424.872614,1425.105201,1,speech,Okay,NULL,NULL,Okay
46,1425.105201,1425.754742,2,overlap,NULL,NULL,NULL,NULL
47,1425.927764,1427.097624,1,speech,"మ్మ్చ్ ok ok prod",1011,NULL,ok
48,1427.097624,1427.862206,2,overlap,NULL,NULL,NULL,NULL
49,1427.862206,1428.301852,1,speech,Yeah,NULL,NULL,Yeah
50,1428.588331,1430.488736,2,speech,"నాకు పేరు ఒద్దు sir నేను కష్టపడతా",NULL,NULL,"I don't want fame sir, I will do hard work."
51,1430.505755,1430.76387,1,speech,hmm,1,NULL,
52,1430.76387,1431.645998,2,speech,"నాకు పైసల్ ఇచ్చే",NULL,NULL,"Give me the money"
53,1432.423178,1433.095411,1,speech,"అవసరాన్ని బట్టి",NULL,NULL,"Based on need"
54,1433.095411,1433.384727,2,overlap,NULL,NULL,NULL,NULL
55,1433.384727,1435.77867,2,speech,"ఉన్నాడు బాగా డబ్బుంది నాకు నాకు గూలుంది",000010,NULL,"He is with money but I have goal"
56,1435.77867,1436.306245,1,overlap,NULL,NULL,NULL,NULL
57,1436.306245,1438.887392,2,speech,"ఎన్నయ్య అది చాలా కోట్లు సంపాదించేసాను",10000,NULL,"That I have earned many crores"
58,1438.887392,1439.162525,1,speech,hmm,1,NULL,
59,1439.185217,1440.467281,2,speech,"నేనన్నీ నేనే చెయ్యాలి",100,NULL,"I have to do"
