orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
16,842.0197,842.317854,2,speech,అవును,NULL,NULL,Yes
17,842.317854,845.987723,1,speech,"so పాపా వాళ్ళు they know how WE HUB is built brick by brick",0110000000000,NULL,"So they know how WE HUB is built brick by brick"
18,845.987723,846.238025,2,speech,that's,NULL,NULL,that's
19,846.238025,846.543541,2,overlap,NULL,NULL,NULL,NULL
20,846.543541,853.586694,1,speech,"part of my journey I think if we try to keep this demarcation that work is something else, home is something else it will never happen",NULL,NULL,"Part of my journey. I think if we try to keep this demarcation that work is something else and home is something else, it will never happen"
21,853.784572,860.233926,1,speech,"దాని బదులు if we make sure కి you know we are all why where is where am I going and kids understand that I don't think",00000011111100010000000000,NULL,"Instead of that, if we make sure, why and where am I going, and kids understand that, I don't think"
22,860.343281,861.127315,2,speech,"that's great actually",NULL,NULL,"That's great actually"
23,861.127315,861.591588,2,overlap,NULL,NULL,NULL,NULL
24,861.683133,863.159178,1,speech,"In fact we should know ఇట్లాంటివన్నీ",000001,NULL,"In fact, we should know"
25,863.159178,869.129618,1,speech,"Ofcourse ఎందుకంటే రేపు మనకి రేపు పొద్దున్నే పోయి we cannot inspire our children by giving them lectures",0111000000000000,NULL,"Of course, tomorrow is gone early. We cannot inspire our children by giving them lectures."
26,869.129618,869.449857,1,speech,అవును,NULL,NULL,Yes
27,869.586051,875.317231,1,speech,"we can only hopefully influence them a little bit in a direction by showing what can we do",000000000000000100,NULL,"We can only hopefully influence them a little bit in the direction by showing what we do"
28,875.317231,875.773664,1,speech,True,NULL,NULL,True
29,875.854644,876.244821,1,overlap,NULL,NULL,NULL,NULL
30,876.244821,876.554018,0,noise,NULL,NULL,NULL,NULL
31,876.554018,878.313188,2,speech,"live experience చేస్తున్నప్పుడు చూస్తున్నప్పుడు ఇంకా అర్~",000011,NULL,"When we are doing live experience and seeing"
32,878.313188,879.068081,1,overlap,NULL,NULL,NULL,NULL
33,879.068081,880.544127,1,speech,"being a judgmental ఇవన్నీ కాదు",NULL,NULL,"being a judgmental not all this"
34,880.544127,880.956389,2,overlap,NULL,NULL,NULL,NULL
35,880.956389,881.269266,1,speech,fact,NULL,NULL,fact
36,881.883979,882.119557,1,speech,and,NULL,NULL,and
37,882.119557,882.65697,2,overlap,NULL,NULL,NULL,NULL
38,882.65697,885.678999,1,speech,"cannot ఇంక last and most important thing advice మీరు అడిగిండ్రు కదా",10000010000,NULL,"And then last and most important advice you asked right"
39,885.678999,886.065495,2,overlap,NULL,NULL,NULL,NULL
40,886.065495,886.93419,1,speech,"simple advice ఇస్తాను",NULL,NULL,"Will give simple advice"
41,886.93419,887.250748,2,speech,yeah,NULL,NULL,yeah
42,887.50988,898.250003,1,speech,"ఒకా పెద్ద problem ఉంది worldల work life balance అనే పెద్ద word వాడుతున్నారు అందరు నా humble submission for that is there is no work life balance it is searching for utopia, right?",NULL,NULL,"One big problem in the world is that everyone uses the big word, which is work-life balance. My humble suggestion for that is that there is no work-life balance; it is searching for utopia, right?"
43,898.262528,898.72595,2,laugh,NULL,NULL,NULL,NULL
44,898.72595,898.976448,1,overlap,NULL,NULL,NULL,NULL
45,898.977821,901.794556,1,speech,"work life balance అంటే quite simple అండీ one day work is very important",0000001000000,NULL,"Work life balance is quite simple. One day work is very important"
46,901.794556,902.076367,2,speech,hmm,1,NULL,
47,902.076367,904.850322,1,speech,"one day home is important, మీ",000001,NULL,"One day home is important"
48,904.850638,905.243823,2,overlap,NULL,NULL,NULL,NULL
49,905.243823,914.897458,1,speech,"will లీ agile and most importantly have fun మ్మ్చ్ [LAUGH] ఆ aspect అన్ని అయిపోయి perfect father perfect mother perfect host what is this  perfection",1110000011100000000000000,NULL,"And most importantly have fun after completion of aspect perfect father, perfect mother, perfect host what is this perfection"
50,914.92694,915.240063,2,speech,hmm,1,NULL,
51,915.240063,916.392356,1,speech,"you are creating it for yourself",NULL,NULL,"you are creating it for yourself"
52,916.423668,916.930928,2,speech,hmm,1,NULL,
53,916.949715,922.103721,1,speech,"if you are happy that is perfection if you are all laughing together that's perfection so try for perfection in that",NULL,NULL,"If you are happy that is perfection, if you are all laughing together that is perfection, so try for perfection in that"
54,922.291595,922.548356,2,speech,right,NULL,NULL,right
55,922.636031,922.986729,1,speech,yeah,NULL,NULL,yeah
56,922.986729,923.468938,2,speech,nice,NULL,NULL,nice
57,923.537825,923.819636,1,speech,yeah,NULL,NULL,yeah
58,923.825898,925.68585,2,speech,"And కొద్దిసేపు ఈ topic నుంచి వేరే topic with",00000001,NULL,"And for some time from this topic to another topic"
59,925.68585,926.024023,1,overlap,NULL,NULL,NULL,NULL
60,926.024023,928.134472,2,speech,"ఆ we'll come to your professional life",1000000,NULL,"We'll come to your professional life"
61,928.134472,928.766981,1,speech,"of course",NULL,NULL,"Of course"
62,928.929805,936.06275,2,speech,"ఇప్పుడూ ఆ one one point that was in my mind is ఆ like నేన్ ఇందాక కూడా మీరు మాట్లాడుతుండే impact కోసం పని డము",0110010000010000100001,NULL,"Now that one point was in my mind is like just now also I was talking that for impact we have to work"
63,936.150424,936.488597,1,speech,hmm,1,NULL,
64,936.501122,942.594498,2,speech,"ఒకా what we call ఒక goal పెట్టుకొని పనిచెయ్యడం infact నా దెగ్గరికి వస్తే vision కానీ లేకపొతేయ్ goals కానీ నాకు రోజుకి మారుతా ఉంటాయి",111100000000001000000,NULL,"We will keep one goal and work for it. In fact, when it comes to me, my vision or goals vary every day."
65,942.638335,942.938933,1,speech,hmm,1,NULL,
66,942.945196,949.295332,2,speech,"based on the క current situation నేను మార్చుకుంటూ ఉంటా of course ఆ extreme goal ఒకటి ఉండొచ్చు అవి మరకపోవచ్చు but regularly internal goals మారతా ఉంటాయి",000100000001000000000000,NULL,"Based on the current situation I keep changing, of course will have one extreme goal may be that will not change, but regularly internal goals will be changing"
67,949.295332,949.67108,1,speech,hmm,1,NULL,
68,949.67108,951.643756,2,speech,"but coming to your ఆ professional life",0000100,NULL,"but coming to your professional life"
69,951.643756,952.013241,1,speech,yeah,NULL,NULL,yeah
70,952.044553,954.693575,2,speech,"ఆ working for impact and working along with the government",1000000000,NULL,"working for impact and working along with the government"
71,954.774987,955.025485,1,speech,hmm,1,NULL,
72,955.025485,958.824765,2,speech,"ఈ రెండిటి మధ్యల అ అంటే ఎలా ఎలా ఉంది ఆ రెండిటి relation like",000101001000,NULL,"What is the relationship between the two? Like"
73,958.846751,966.974404,2,speech,"ఇప్పుడు WE HUB అనేది ఉంది impact కోసం పని చేసేటప్పుడు పెట్టుకోము మేము అది governmentతో పనిచేస్తుంటే అలాంటివి ఎమన్నా వస్తున్నాయా intervention ఎలా ఉంది governmentది అనేది కనుక్కుందాం అనుకున్నాను",000100000100001000000000,NULL,"Now WE HUB is there,while working for impact, I was thought to find that while working with the government, is there anything coming and how will the intervention of the government"
74,967.131973,973.178243,2,speech,"because government అంటే ఒక kind of perception ఉంది including me because నేను ఒక six to seven years నుండి I am working with Government",00000000000110000000000,NULL,"Because Government means that one kind of perception is there, including me because from six to seven years I am working with Government"
75,973.277182,980.954112,2,speech,"different different ఆ departments తోని పని చేసేవాడిని GSTఅని service tax అని PT అని PF అని ఇట్లా అన్నితో work  చేస్తున్నప్పుడు నేను face చేసింది ఏంటంటే delays గానీ",01100000001010110000000001,NULL,"I used to work with different departments like GST, service tax, PT, and PF. While working with all these, what I have faced are delays."
76,981.126339,990.668452,2,speech,"లేకపొతే approvals multiple approvals proper professional structure లేకపోవడం ఇట్లాంటివి అన్ని చూసా but WE HUB చుస్తేయ్ అలా కనపడదు but హ ఆ I just wanted to know how is the intevention of government into this segment",1000000000000000001100000000000000,NULL,"I have seen like this there's no approvals multiple approvals proper professional structure but looking into WE HUB it not looks like but I just wanted to know how is the intervention of government into this segment"
77,991.779876,1005.14397,1,speech,"very interesting question and, hmm మనం Government అని చుస్తే గిన it's a జిగ not it's a giant giantic పోయేసి మనకి పెద్ద ఒక ఒక simple statement నేను మీకు ఒకటి చెప్తాను",00011000011111000110101000010,NULL,"Very interesting question. If we look for government like that, it's a giant for us. One simple statement, I'll tell you."
78,1005.14397,1005.569817,2,speech,yeah,NULL,NULL,yeah
79,1005.582342,1011.362595,1,speech,"see చానా మంది ఏమనుకుంటారు అంటే government లో join గానీ government లో work start చెయ్యంగానే one dayలో మొత్తం అయిపోతాది అని",1000000001100000000,NULL,"Lot of people will think that is if we join in Government after starting the work, it will be finished totally in one day."
80,1011.362595,1011.794705,2,speech,hmm,1,NULL,
81,1012.126615,1017.831718,1,speech,"it will not happen, so మనం మీరు ఇందాక ఒక మంచి point చెప్పిండ్రు you spoke about incremental goals",00000100000000000,NULL,"it will not happen, so just now you said one good  point you spoke about incremental goals"
82,1017.894343,1018.176154,2,overlap,NULL,NULL,NULL,NULL
83,1018.176154,1019.635308,1,speech,"cause your ultimate goal is something, right?",1000000,NULL,"Your ultimate goal is something, right?"
84,1019.635308,1019.99853,2,speech,అవును,NULL,NULL,Yes
85,1020.011055,1022.766539,1,speech,"so modalities of how you reach that goal will keep changing",NULL,NULL,"so the modalities of how you reach that goal will keep changing."
86,1022.766539,1023.129761,2,speech,అవును,NULL,NULL,Yes
87,1023.154811,1026.524016,1,speech,"I think ఆ flexibility ఉంటె working with గవర్నమెంట్ is the easiest",00100000000,NULL,"I think if there's flexibility,working with the government is the easiest"
88,1026.524016,1026.899764,2,speech,అవును,NULL,NULL,Yes
89,1027.018751,1030.049782,1,speech,"why I am why I am telling you that ఇప్పుడు మనం WE HUB లోనే చూసుకోండి",111000000010000,NULL,"why I am telling you that now, will see in WE HUB"
90,1030.156244,1030.47563,2,speech,hmm,1,NULL,
91,1030.47563,1036.994853,1,speech,"ultimate impact ఏంటంటే we want to democratize access అంటే ఇప్పుడు city లో ఉన్న ఆమెకే startup ఊర్లో",0000000000000001,NULL,"The ultimate impact is that we want to democratize access, which means that she can now startup if she is in the city"
92,1036.994853,1037.44575,2,overlap,NULL,NULL,NULL,NULL
93,1037.44575,1039.130352,1,speech,"మహిళా సాధికారిత empowerment",010,NULL,"Women empowerment"
94,1039.155402,1039.643874,2,speech,hmm,1,NULL,
95,1039.675187,1046.488346,1,speech,"ఆ urbanలో ఒక ఆమె cloth sanitary pads చేసి she is actually a ఆ సస్ sustainable social startup",10000000000011000,NULL,"In urban one lady making cloth sanitary pads she is actually a sustainable social startup"
96,1046.576291,1052.578588,1,speech,"అదే ఒక SHG  ఎమన్నా చేస్తే అదేంటిది ఆమె empower అయితుంది ఆమె pad వాడి ఆమె పది మందికి ఇస్తుంది",00000010000001000,NULL,"If she was doing any SHG,she would become empowered by using her pad and giving to ten members."
97,1052.578588,1059.630737,1,speech,"this conversation, right? so one of the first thing number one thing for WE HUB is to democratize access, democratize narative around women",00100000100000000000000,NULL,"This conversation, so one of the first and number one things for WE HUB is to democratize access and democratize the narrative around women."
98,1059.630737,1060.792209,2,overlap,NULL,NULL,NULL,NULL
99,1061.261894,1064.850285,1,speech,"ఇప్పుడు మీరన్నా second thing ఏంటంటే decentralize",NULL,NULL,"Now you said the second thing is that decentralize"
100,1064.925434,1065.332494,2,overlap,NULL,NULL,NULL,NULL
101,1065.332494,1065.645617,1,speech,ఉన్నారు,NULL,NULL,"There are"
102,1065.645617,1065.98379,2,overlap,NULL,NULL,NULL,NULL
103,1065.98379,1073.48622,1,speech,"ways are common yeah but the point ఏంటంటే ఇప్పుడు మేము WE HUBని ఏంచేస్తున్నాం అంటే మేము ఏదన్న చేస్తే it takes long time మా gestation period చాల ఎక్కువ",00010000000000000000000000,NULL,"Ways are common, but the point of what's happening now is that if we do it, the gestation period will be very long."
104,1073.555107,1074.306603,2,speech,"మ్మ్చ్ okay",10,NULL,Okay
105,1074.306603,1075.239709,1,speech,"చానా మందికి ఏమని",001,NULL,"For lot of people"
106,1075.239709,1075.684344,2,overlap,NULL,NULL,NULL,NULL
107,1075.684344,1076.191604,2,speech,"చూసి అంటున్నారా",NULL,NULL,"Will they look and say?"
108,1076.241703,1076.655026,1,speech,హా,NULL,NULL,Yes
109,1076.655026,1076.874439,2,speech,hmm,1,NULL,
110,1076.874439,1082.166833,1,speech,"ఎందుకు gestation period చ ఎక్కువ అంటే ఇప్పుడు let's say Vamshi is there, Naresh is there sorry I don't know",0001010110000000000,NULL,"Why gestation period is more, now Vamshi is there, Naresh is there sorry I don't know"
111,1082.166833,1082.967588,2,overlap,NULL,NULL,NULL,NULL
112,1082.967588,1092.411381,1,speech,"తెలిసినోళ్లు నలుగురు అయిదుగురు ఉన్నారు అనుకోండి I can I can I WE HUB should make sure that we are able to KT to all of you I cannot say I did something for Vamshi",000001111100000000000000000000000,NULL,"Suppose if four to five known persons are there, WE HUB should make sure that we are able to KT to all of you. I cannot say I did something for Vamshi."
113,1092.455218,1092.774604,2,speech,hmm,1,NULL,
114,1092.774604,1092.899853,1,overlap,NULL,NULL,NULL,NULL
115,1092.899853,1094.766067,1,speech,"that's it so I leave all these guys behind",NULL,NULL,"That's it. So I leave all these guys behind"
116,1094.847479,1095.242014,2,speech,hmm,1,NULL,
117,1095.242014,1107.403715,1,speech,"so what we do is we make sure కి మేము చేసేది ఏదైతే ఉందొ it will make sure that you know Vamshi  is getting the support he needs Jagadish gets what he needs Nakshatra gets what she needs అందరికి suit అయ్యేటట్టు చెయ్యడానికి we need time and energy",00000100100010000011000000000000000000000000000,NULL,"So what we do is make sure we know what we are going to do. It will make sure that Vamshi is getting the support that he needs. Jagadish gets what he needs. Nakshatra gets what she needs. For all of us to be suitable, we need time and energy."
118,1107.453815,1108.098849,2,speech,"make sense",NULL,NULL,"Make sense"
1,1108.123898,1117.298406,1,speech,"ఎందుకు అంటే ఈ entrepreneurship కానియ్యండి  WE HUBలో చేసే work కానీ it is not enough for it last when I am there process is more important than the person",01000000001000001000000000000,NULL,"Why let entrepreneurship be? In the WE HUB, where we work, it is not enough for last. When I am there, the process is more important than the person."
2,1117.298406,1117.893339,2,speech,"very true",NULL,NULL,"Very true"
3,1117.999801,1119.866015,1,speech,"ఆ process create చేయానికే time పడతాది",100000,NULL,"It will take time to create the process"
4,1119.897327,1121.588192,2,speech,"hmm అది ఏ process అంటే automational",100000,NULL,"That process, which is automated,"
5,1121.588192,1123.022296,1,overlap,NULL,NULL,NULL,NULL
6,1123.078658,1124.706898,1,speech,"process అంటే ఏంటంటే SOP's ఉండాలె",01000,NULL,"Process is nothing,but SOPs are there."
7,1124.875985,1125.308095,2,overlap,NULL,NULL,NULL,NULL
8,1125.308095,1126.698361,1,speech,"ధీంట్ల policies speaks loudest",1000,NULL,"Policies speak loudest."
9,1126.829873,1127.412282,2,speech,"very true",NULL,NULL,"very true"
10,1127.474907,1129.741918,1,speech,"policy చేయాల్నంటె మనకి చానా data ఉండాలె",000100,NULL,"To make policy, we need data."
11,1129.741918,1130.199078,2,speech,hmm,1,NULL,
12,1130.199078,1132.6978,1,speech,"data ఉండాలి అంటే దాని ఎనకాల  చానా work ఉండాలె",NULL,NULL,"If there is data in the background that means a lot of work should be there."
13,1132.77295,1133.148697,2,speech,hmm,1,NULL,
14,1133.148697,1134.701788,1,speech,"Work ఉండాలి అంటే you have to be patient.",NULL,NULL,"You have to be patient when working."
15,1134.75815,1135.302984,2,speech,hmm,1,NULL,
16,1135.328034,1139.69297,1,speech,"patient అంటే మరి ముప్పై ఏళ్ళ తరవాత కాదు but ఏంటంటే అయిదెళ్ళకు solid data ఉందనుకోండి",0010000000000,NULL,"Patient is not after thirty years, but what is after five years if there is solid data?"
17,1139.69297,1140.037406,2,overlap,NULL,NULL,NULL,NULL
18,1140.037406,1144.34598,1,speech,"ఇప్పుడు let's see నా దెగ్గర five years నుంచి I have data about seven thousand eight hundred women అనుకుంట",011110000000000001,NULL,"Now from five years I have data about seven thousand eight hundred women"
19,1144.464967,1144.859502,2,speech,hmm,1,NULL,
20,1144.980246,1150.198359,1,speech,"ఆ seven thousand eight hundred మంది womenల we know very clearly how to do work with each individual person",0000010000000100000,NULL,"That seven thousand eight hundred women know very clearly how to work with each individual person"
21,1150.308292,1150.850624,2,speech,"That's nice",NULL,NULL,"That's nice"
22,1150.923912,1152.2944,1,speech,"అది చెయ్యనికే time పడుతుంది",NULL,NULL,"It will take time to do that"
23,1152.345701,1152.631525,2,overlap,NULL,NULL,NULL,NULL
24,1152.631525,1163.434193,1,speech,"Government will not change you ఇప్పుడు next question you asked is about impact and working for Government whether you accept it or not the only thing that can create large scale impact is Government",0000000000100000000000000000000000,NULL,"The government will not change you. Now the next question you asked was about impact and working for the government. Whether you accept it or not, the only thing that can create a large-scale impact is the government."
25,1164.408925,1165.339684,2,speech,"of course",NULL,NULL,"of course"
26,1165.449616,1176.340231,1,speech,"ఎందుకంటే ఆ it is actually government is not just one thing కదా it is actually brilliant people who have actually who are in the bureaucracy and then amazing people have chosen by the people",1111000000000000011100000000000000,NULL,"Actually, government is not just one thing, right? It is actually brilliant people who are in the bureaucracy, and then amazing people have been chosen by the people."
27,1176.494136,1177.080441,2,speech,hmm11L,
28,.095098,1179.572237,1,speech,"so ఆ conversenseల when the people will is there",011000100,NULL,"So when the people are there"
29,1179.579565,1180.033952,2,overlap,NULL,NULL,NULL,NULL
30,1180.033952,1183.441849,1,speech,"choice is there and the constitution is there what can be stronger than that",01100000000000,NULL,"Choice and the constitution are there. What can be stronger than that?"
31,1183.74233,1184.563157,2,speech,"that's really great yeah",0001,NULL,"That's really great"
32,1184.563157,1185.281381,1,speech,"తో that's it",100,NULL,"that's it"
33,1185.420628,1185.853028,2,overlap,NULL,NULL,NULL,NULL
34,1185.853028,1193.61424,1,speech,"Without government it'll not work and government test చేసే బదులు what I humbly feel we should all do is understand it more",0000000010000000000000,NULL,"Without the government, it won't work, and instead of the government testing what I humbly feel, we all should do is understand it more."
35,1193.702185,1194.075955,2,overlap,NULL,NULL,NULL,NULL
36,1194.075955,1204.688074,1,speech,"example చెప్తాను ఇప్పుడు చానా మంది ఏంచేస్తారంటే ఎమన్నా పని కావాలి అనుకో directగ పోయి minister దెగ్గర కూర్చుంటారు [LAUGH] ఎందుకు అంటే మనకి as citizens we have we feel we have our right that we'll go, sit in front of him",0100000000000001000001100001000000000,NULL,"As an example, a lot of people will now say that they want work, they will go directly to the minister and sit. We, as citizens, feel we have the right to go and sit in front of him."
37,1204.688074,1204.95924,2,overlap,NULL,NULL,NULL,NULL
38,1204.95924,1205.237735,1,speech,right,NULL,NULL,right
39,1205.237735,1205.618833,2,speech,hmm,1,NULL,
40,1205.618833,1209.422486,1,speech,"but the point ఏంటంటే మనం అడిగే ask లో ఏంటం  ఎంత material ఉన్నదీ",0000010010000,0000001100000,"But the point that what we are asking is how much material is there."
41,1209.422486,1209.972147,2,speech,hmm,1,NULL,
42,1209.994134,1213.761143,1,speech,"అది ఆ feasibility ఆ కాదా అది మనం అడిగేది అంటూ కూడా కదా అని ఆలోచించరు",0100010011110,NULL,"Is that feasible or not? will not think about what we have asked."
43,1213.761143,1214.376763,2,speech,"right right right",011,NULL,Right
44,1214.384092,1218.794204,1,speech,"so self గా ఒక check చేసుకున్నాక i think ఆ i'm i'm not trying to defend anything",0001000011000000,NULL,"So after self-checking, I think I'm not trying to defend anything."
45,1218.794204,1219.631521,1,overlap,NULL,NULL,NULL,NULL
46,1219.631521,1220.393717,1,speech,"six meaning here",010,NULL,"Six here"
47,1220.393717,1223.068734,1,speech,"got it and now that you are talking about support from WE HUB కదా",00001000000000,NULL,"Got it and now you are talking about support from WE HUB, right?"
48,1223.068734,1223.295927,2,overlap,NULL,NULL,NULL,NULL
49,1223.442503,1224.175384,2,speech,"womenకి అట్లా",01,NULL,"To women"
50,1224.175384,1224.659086,1,speech,yeah,NULL,NULL,yeah
51,1224.659086,1228.39678,2,speech,"what exactly do you mean by support అంటే WE HUBలో what is that a person can get",00000001000110000,NULL,"What exactly do you mean by support in WE HUB? What can a person get?"
52,1229.144319,1232.251735,1,speech,"very simple yar so Vamsi took you how many years to set this up",00100000000000,NULL,"Very simple, so Vamshi How many years did this setup take?"
53,1232.368996,1234.289144,2,speech,"around ఆ five plus years",01000,NULL,"Around five plus years"
54,1234.355104,1235.102642,1,overlap,NULL,NULL,NULL,NULL
55,1235.102642,1235.842852,2,speech,"years anniversary in the yeah",00001,NULL,"anniversary in the year"
56,1235.842852,1236.534509,1,speech,"oh congratu~",11,NULL,
57,1236.534509,1237.535808,2,speech,"You are talking about the company, right?",NULL,NULL,"You are talking about the company, right?"
58,1237.58711,1237.836289,1,speech,come,NULL,NULL,come
59,1237.836289,1238.122113,2,overlap,NULL,NULL,NULL,NULL
60,1238.122113,1238.627801,2,speech,"yes five plus",NULL,NULL,"yes, five plus"
61,1238.627801,1239.016228,1,overlap,NULL,NULL,NULL,NULL
62,1239.016228,1242.504742,1,speech,"five yearsల ఒకవేళ ఇప్పుడు మీకు mentorఉ  మీకొక mentor",000011000,NULL,"In five years, suppose you have a mentor now"
63,1242.504742,1243.316408,2,overlap,NULL,NULL,NULL,NULL
64,1243.316408,1251.40192,1,speech,"ఆ like మీకు actually registration కావాలె you need employee hiring you need a space you need to understand subsidies ఇవిఅన్నీ ఇవిఅన్నీ మీరే సొంతం చేసుకున్నారు అని నేను అ~",110000000011000000010000111,NULL,"Actually, you want registration. You need an employee for hiring and a space. You need to understand subsidies; all of these you have owned."
65,1251.40192,1251.841648,1,overlap,NULL,NULL,NULL,NULL
66,1251.841648,1252.552543,2,speech,"hmm hmm అవును",110,NULL,Yes
67,1252.574529,1255.403451,1,speech,"so what we do in WE HUB is we do all this for the entrepreneurs",100000001100000,NULL,"In WE HUB, what we do is all this for the entrepreneurs."
68,1255.594,1256.165647,2,speech,"got it",NULL,NULL,"Got it"
69,1256.165647,1257.572779,1,speech,"so ఇప్పటి వరకు నా idea ఉంది",100000,NULL,"Till now I have my idea"
70,1257.572779,1257.961206,2,speech,hmm,1,NULL,
71,1258.107782,1261.112595,1,speech,"ఇప్పుడు let's say some body says I want to come and do X",0110000000001,NULL,"Now somebody says I want to come and do"
72,1261.185883,1261.6989,2,speech,hmm,1,NULL,
73,1261.742873,1267.320099,1,speech,"ఆమ్మ్ example let's say we had  somebody come in and say that I want to start an a tech platform",101100000000100001000,NULL,"For example, we had somebody come in and say, "I want to start a tech platform.""
74,1267.342085,1268.05298,2,speech,okay,NULL,NULL,okay
75,1268.741888,1274.128565,1,speech,"simply, see there are two ways of looking at that person కదా అరే ఒక women is coming and saying",0100000000001000000,NULL,"Simply, there are two ways of looking at that person, right? One woman is coming and saying"
76,1274.626924,1275.235215,2,overlap,NULL,NULL,NULL,NULL
77,1275.235215,1276.268578,1,speech,"What everybody would do",NULL,NULL,"What everybody would do"
78,1276.305222,1276.708306,2,speech,అవును,NULL,NULL,Yes
79,1276.752279,1281.420732,1,speech,"what we do is bro why do you want to do this a tech platform దీనికి competitors ఎవరు",000110000000100000,NULL,"What do we do? Why do you want to do this tech platform, and who are the competitors to it?"
80,1281.472034,1281.823817,2,speech,hmm,1,NULL,
81,1281.823817,1285.605484,1,speech,"ఆమె తోని మొత్తం analysis చేయించి should we she even take the plan into that or not",0000000100000000,NULL,"After doing the whole analysis with her, should we even take the plan into that or not?"
82,1285.656785,1286.587544,2,speech,"kind of validation",NULL,NULL,"Kind of validation"
83,1286.67549,1289.057354,1,speech,"पक्का idea validation అంత మేమ్ help చేస్తాం వాళ్ళకి",NULL,NULL,"Sure! We will help them with total idea validation."
84,1289.057354,1289.467767,2,speech,hmm,1,NULL,
85,1289.51174,1295.030335,1,speech,"దాని తర్వాత ఏమైంది అంటే ఆమె a tech platform కంటే now she is actually become  అ  అ online meeting platform",000000000100000101000,NULL,"What happened after that is that instead of a tech platform, she has actually become an online meeting platform."
86,1295.088966,1295.74123,2,speech,"oh nice",10,NULL,nice
87,1295.74123,1296.452125,1,speech,"There's a difference",NULL,NULL,"There's a difference"
88,1296.452125,1296.708633,2,overlap,NULL,NULL,NULL,NULL
89,1296.708633,1297.280281,2,speech,"please name it",NULL,NULL,"please name it"
90,1297.463501,1299.434951,1,speech,"ఆ it's a company called as radius",1000010,NULL,"It's a company called Radius"
91,1299.434951,1299.99927,2,speech,Radius,NULL,NULL,Radius
92,1299.99927,1300.468314,1,overlap,NULL,NULL,NULL,NULL
93,1300.629548,1303.561072,1,speech,"so, ఆ వాళ్ళ company a tech platform లెక్క ఉండే",010000000,NULL,"So, their company is like a tech platform."
94,1303.63436,1304.044774,2,overlap,NULL,NULL,NULL,NULL
95,1304.044774,1305.97958,1,speech,"అ time లో  it became a meeting platform",NULL,NULL,"In that time, it became a meeting platform"
96,1306.052868,1306.668488,2,overlap,NULL,NULL,NULL,NULL
97,1306.668488,1313.015239,1,speech,"all the biggest Forbes five hundred companies in India if they are listed they are actually conducting all their AGM's on their platform",NULL,NULL,"All the biggest Forbes 500 companies in India. If they are listed, they are actually conducting all their AGMs on their platform."
98,1313.044554,1313.601544,2,speech,wow,NULL,NULL,wow
99,1313.740792,1314.290452,0,noise,NULL,NULL,NULL,NULL
100,1314.422371,1315.030662,2,overlap,NULL,NULL,NULL,NULL
101,1315.030662,1316.452452,1,speech,"alliance and everybody else",NULL,NULL,"alliance, and everybody else"
102,1316.459781,1317.837597,2,overlap,NULL,NULL,NULL,NULL
103,1317.837597,1319.369319,1,speech,"thing is making sureకి idea validation",NULL,NULL,"The thing is, making sure idea validation"
104,1319.369319,1319.728431,2,speech,hmm,1,NULL,
105,1319.779732,1323.568728,1,speech,"second వచ్చినాక ఏంటంటే ఆ incubation అని అంటాం",0011000,NULL,"After getting second, we called it incubation."
106,1323.634687,1324.008457,2,overlap,NULL,NULL,NULL,NULL
107,1324.008457,1328.698896,1,speech,"incubation అంటే mentor అని పిలిచేవాళ్ళని తెచ్చి కూర్చోబెట్టి వీళ్ళకి జ్ఞాన్ session ఇప్పించుడు అయితది generally",0000000010010,NULL,"Incubation means that generally, those who are called mentors will bring and, sitting down to them, will give a session."
108,1328.742869,1329.263215,2,speech,okay,NULL,NULL,okay
109,1329.299859,1334.444685,1,speech,"మేము ఎం చేస్తాం అంటే అట్లా కాదు ఇప్పుడు let's say ఆ ఒక company we have we are sector agnostic right",0000000111001100000,NULL,"Not like that, what we will do is for that one company, we are sector-agnostic, right?"
110,1334.444685,1334.833112,2,speech,hmm,1,NULL,
111,1334.833112,1337.046413,1,speech,"so we have a startup which is actually into AI",NULL,NULL,"So, we have a startup which is actually into AI"
112,1337.119701,1337.486141,2,speech,hmm,1,NULL,
113,1337.486141,1338.4169,1,overlap,NULL,NULL,NULL,NULL
114,1338.460873,1338.724711,1,speech,yeah,NULL,NULL,yeah
115,1338.724711,1341.854113,2,speech,"technically రావాలి technology basedఏ రావాలి అట్లా కాకుండా i i liked that actually",000001010000,NULL,"Technically, it should come; if not, technology-based should come. I liked that, actually."
116,1341.854113,1342.418432,1,overlap,NULL,NULL,NULL,NULL
117,1342.418432,1342.67494,2,speech,yeah,NULL,NULL,yeah
118,1342.682269,1343.253916,2,overlap,NULL,NULL,NULL,NULL
119,1343.253916,1345.562492,1,speech,"That is so we was startup which is into AI",1100000000,NULL,"So we will start a startup which is into AI."
120,1345.584478,1345.833658,2,speech,hmm,1,NULL,
121,1345.833658,1355.837486,1,speech,"We have one gynecologist who is trying to build ఆ hardware device which is actually going to make you know ఆ ఆ labor easier, then we have a lady who actually does sericulture from Surya.",00000000010000000011110000000000000,NULL,"We have one gynecologist who is trying to build a hardware device that is actually going to make labor easier. Then we have a lady who actually does sericulture in Surya."
122,1355.837486,1356.247899,2,overlap,NULL,NULL,NULL,NULL
