orderNo,startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
79,2209.643006,2210.322021,1,speech,"CM అప్పుడు",NULL,NULL,"Then CM"
80,2210.322021,2210.710881,2,overlap,NULL,NULL,NULL,NULL
81,2210.710881,2211.200795,2,speech,"అప్పుడు CM",NULL,NULL,"Then the CM"
82,2211.200795,2211.494291,1,speech,hmm,1,NULL,
83,2211.796818,2224.81,2,speech,"బానే ఉన్నారు ఈ మీది సే technology related కదా ECLఉ అక్కడ అంత ఉంది ఆ Kushaiguda అక్కడ కూడా electronics క companiesఉ ఆ subsidiaries చాల ఉన్నాయి accelense ఉన్నాయి అక్కడ పె ఇస్తాం అక్కడ తీసుకోండి లేదు sir అక్కడ ప పనిచేయదు",00101000000010000101011000100000010,NULL,"Well, are you talking about technology related? ECL is also there. In Kushaiguda,many electronic companies are also there, many subsidiaries and accelense are there. We will give it there; take it. No, sir,it will not work there."
84,2224.90708,2225.338294,1,speech,hmm,1,NULL,
85,2225.401509,2236.050915,2,speech,"second option Pathan చెరువు  అవతల అక్కడ industrial zone ఉంది అక్కడ ఇస్తాం అన్నారు అక్కడ కూడా ఎందుకు పని చెయ్యదు అన్ sir ఇప్పుడూ ఈ software industry ఇక్కడ మన night timeఉ వాళ్ళ day timeఉ",0000001000000000001001000101001,NULL,"Second option There is an industrial zone beyond Pathan Lake; they said we would give it there; why not work there too,sir? Now the software industry is here at night and during the day."
86,2236.136707,2236.545344,1,speech,అవును,NULL,NULL,Yes
87,2236.554375,2237.920262,2,speech,"వాళ్ళ day time మన night timeఉ",NULL,NULL,"Their daytime was our nighttime."
88,2237.924778,2238.290519,1,speech,అవును,NULL,NULL,Yes
89,2238.493709,2254.482494,2,speech,"వాళ్ళు day time లో వాళ్ళు work ఇస్తా అంటారు అప్పుడు మనము employee's చాల మంది ఆ లె lady employees  కూడా ఉంటారు వాళ్ళకి దూరం అయితే  security problem ఉంటుంది sir అది city కి దెగ్గ దెగ్గర లో ఎక్కడైనా మీరు land ఇస్తే అప్పుడు ఇది పని చేస్తుంది మీరు ఎక్కడో ECL దెగ్గరో Pathan చెరువు ఆ ఇక్కడ ఇస్తే కుదరదు దీనికి",00101000010001100000000000001001000000000000000010000,NULL,"They say that they will do work during the day, and then we have many employees, and there are lady employees too. If they are far away, there will be security problems. Sir, if you give land somewhere near the city, then it will work. If you do it somewhere near ECL or Pathan Lake, it's not possible here for this."
90,2254.552482,2254.83469,1,speech,hmm,1,NULL,
91,2254.83469,2259.639001,2,speech,"ఆ already నేను Bangalore లో  చూసాను electronic cityనే వాళ్ళు ఆ dismiss చేసారు",1000000000100,NULL,"I already saw it in Bangalore, which is an electronic city, but they dismissed it."
92,2259.639001,2260.063442,1,speech,"right right",01,NULL,right
93,2260.088277,2266.296856,2,speech,"ఆ ఇక్కడ ఇక్కడ మీరు ఆ zone లో  ఇస్తే అసలు ఆ అస్సలు నడవదు అని చెప్పేసి చెప్తే అప్పుడూ he got convienced",11001000001100100000,NULL,"Now if you do it in that zone,it will not work. Then he was convinced."
94,2266.373617,2266.798058,1,speech,nice,NULL,NULL,nice
95,2266.798058,2270.642861,2,speech,"ఆ సరే ఎక్కడ కావాలి అన్నార్ న్ Jubilee Hills దెగ్గరలో ఎక్కడన్నా ఇవ్వండి అన్నాను",110001000000,NULL,"Where do you want to go? I said give it anywhere near Jublee Hills."
96,2270.746714,2271.155351,1,speech,hmm,1,NULL,
97,2271.184701,2272.672134,2,speech,"అప్పుడు collectorతో వాళ్ళతో మా మాట్ల~",00101,NULL,"Then we met with the collector"
98,2272.672134,2272.947938,1,overlap,NULL,NULL,NULL,NULL
99,2272.947938,2273.724574,1,speech,"రాళ్ళూ గుట్లే కద sir",NULL,NULL,"Is that rock piles, sir?"
100,2273.724574,2274.286733,2,speech,"ఏ అన్ని రాల్~",101,NULL,All
101,2274.286733,2274.607322,1,overlap,NULL,NULL,NULL,NULL
102,2274.607322,2280.441128,2,speech,"ఏ ఏంలేవక్కడ అ సరే అని అక్కడ ఒక పది ఎకరాలు ఆ మ Madhapur  లో ఇస్తాం అని చెప్పి పది ఎకరాలు అక్కడ ఇచ్చారు",101010000110000001100,NULL,"Nothing is there. They said that they would give ten acres in Madhapur,and they gave ten acres there."
103,2280.441128,2280.991999,1,speech,hmm,1,NULL,
104,2281.294526,2285.82189,2,speech,"ఆ అప్పుడు మీకు చెప్పను కదా పది ఎకరాలు ఫె fencing ఏసే దానికి పోతే రైతులంతా ఆ వచ్చి అది అంత జ జరిగింది ఓహ్",10000001000001000101,NULL,"Then I told you about that. When we went to fence the ten acres, all the farmers came, and all that happened"
105,2285.82189,2286.569559,1,speech,ఒప్పుకొలెదో,NULL,NULL,Agreed
106,2286.595524,2286.920628,2,overlap,NULL,NULL,NULL,NULL
107,2286.920628,2287.236701,1,speech,Yeah,NULL,NULL,Yeah
108,2287.236701,2294.011954,2,speech,"భయపడి ఆ అప్పుడు ఆ Madhapur లో ఆ center for organization development అని ఒ CODఅని ఒకటి ఉండేది",1101001000001000,NULL,"At that time, there was a center for organization development called COD in Madhapur."
109,2294.068396,2294.258039,1,speech,hmm,1,NULL,
110,2294.258039,2294.788591,2,speech,"ఇప్పుడు కూడ ఉంది",NULL,NULL,"Now there is too"
111,2295.016615,2295.343976,1,speech,hmm,1,NULL,
112,2295.434283,2302.238886,2,speech,"ఆ building తప్ప ఇంక వేరే buildings ఎం లెవ్ ఇక్కడ అన్నీ రాళ్ళు రప్పలు కోణాలు ఆ ఇది there is nothing else",0000000000001110000,NULL,"Apart from that building, there are no other building there. There are all rocks and stones, nothing else"
113,2302.297585,2302.722026,1,overlap,NULL,NULL,NULL,NULL
114,2302.722026,2304.634269,2,speech,"All villageఉ ఇంకేం లేద్ అక్కడ",10000,NULL,"There is nothing else than village"
115,2304.756183,2305.559911,1,speech,"cyber towers పక్కన",NULL,NULL,"Next to cyber towers"
116,2305.559911,2306.97321,2,overlap,NULL,NULL,NULL,NULL
117,2306.97321,2311.305669,2,speech,"Cyber tower కాదు ఇంకా మన Madhapur village పో పోయే లోపలే right side వస్తుంది",0000000100000,NULL,"Not the cyber tower; the right side comes just inside our Madhapur village."
118,2311.341792,2311.612712,1,speech,okay,NULL,NULL,okay
119,2311.612712,2312.712195,2,overlap,NULL,NULL,NULL,NULL
120,2312.712195,2324.424962,2,speech,"of organization developmentఉ infact నేను అప్పుడు పోయి అక్కడ కూర్చున్న కూడ ఎందుకంటే అక్కడ building లెవ్ ఏంలేవ్ కదా ఆ ఆ ఆ before cyber towers was built i used to operate sometimes from COD",0000000000000100111000000000000,NULL,"Of organizational development. In fact, I went and sat there because there was no building. Before Cyber Tower was built, I used to sometimes operate from COD."
121,2324.461084,2325.052593,1,speech,"okay okay okay",110,NULL,okay
122,2325.052593,2325.833745,2,speech,ఆమ్మ్,1,NULL,
1,2325.998553,2328.683242,2,speech,"so COD నె తరవాత నేను director కూడా అయ్యాను ఆ",101000001,NULL,"After COD, I also became the director"
2,2328.829017,2329.193455,1,overlap,NULL,NULL,NULL,NULL
3,2329.193455,2330.112647,2,speech,"నుంచి operate చేసేవాడిని",NULL,NULL,"From there I used to operate"
4,2330.112647,2330.537824,1,speech,okay,NULL,NULL,okay
5,2330.74029,2334.566883,2,speech,"ఆ so అప్పుడు ఏమైంది అంటే ఈ satellite ఆ station కూడా అక్కడే పెడదాం అనుకున్నాం",1100010100000,NULL,"Then what happened was that they thought of placing a satellite station there as well."
6,2334.595228,2335.251216,1,speech,"Hmm అంటే like",100,NULL,"That is like"
7,2335.251216,2336.502817,2,overlap,NULL,NULL,NULL,NULL
8,2336.502817,2342.301056,2,speech,"ఏ ఆ అప్పుడు నేను applied for the ఆ permission from from the airport authority",11000001001000,NULL,"Then I applied for the permission from the airport authority"
9,2342.414437,2342.705706,1,overlap,NULL,NULL,NULL,NULL
10,2342.705706,2344.498267,2,speech,"అంటే ట తా micro ట tower కట్టాలి కదా",01101000,NULL,"We need to construct micro tower, right?"
11,2344.498267,2344.953351,1,speech,hmm,1,NULL,
12,2344.969549,2351.816924,2,speech,"tower పెడితేనే communication ఎక్కడనుంచి cityలో ఎక్కడికైనా నేను internet facility ఇ ఇవ్వడానికి  అవుతుంది అప్పుడు Begumpet airportలో airport అది",0001000001000000100,NULL,"If we place a tower, then only I can provide communication, and then I can provide internet facilities in the city and to different places. Then it is a Begumpet account."
13,2351.816924,2352.310939,1,speech,అవును,NULL,NULL,Yes
14,2352.383827,2359.992472,2,speech,"ఆ flight path వచ్చేసేసి correct exactగ Madhapur ఆ ఆ flight path ద్వారా వస్తుంది వాళ్ళు they said we will not give permission",100010011110110000000,NULL,"The flight path is exactly coming through the Madhapur. Then they said we would not give permission."
15,2359.992472,2360.191946,1,overlap,NULL,NULL,NULL,NULL
16,2360.191946,2360.995922,1,speech,"Aviation వాళ్ళకి",NULL,NULL,"For Aviation"
17,2360.995922,2362.341069,2,overlap,NULL,NULL,NULL,NULL
18,2362.341069,2367.066608,2,speech,"ఫ flight actually ఇది అవుతుంది అంత పెద్ద towerకి permission ఇవ్వము మేము అని చెప్పి వాళ్ళు reject చేసారు",1001100000000000,NULL,"Flight. Actually, we didn't give permission to such a big tower, I said, and they rejected that."
19,2367.066608,2367.552525,1,speech,okay,NULL,NULL,okay
20,2367.552525,2368.670133,2,speech,"very Impossible మనకు",NULL,NULL,"Very impossible for us"
21,2368.767316,2369.419254,1,overlap,NULL,NULL,NULL,NULL
22,2369.492142,2370.72718,2,speech,"పది ఎకరాలు ఇచ్చిన కూడా",NULL,NULL,"giving ten acres also"
23,2370.84461,2371.516795,1,overlap,NULL,NULL,NULL,NULL
24,2371.516795,2386.855563,2,speech,"మల్ల మొద మొదటికి వచ్చేసిందే అని చెప్పేసేసి ఆ మల్ల land కోసం క ఆ ambassador white ambassador car ఉండేది నాకు అది ఏసుకొని మొత్తం city  అంత ఎక్కడ location ఏంటో satellite తొ tower ఆ పె పెట్టడానికి satelliteఅ station పెట్టడానికి సరైన లే ఊ binoculars తీసుకొని ఎప్పుడు నా దెగ్గర పెట్టుకొని",010000100011001000000000000010110000011000000,NULL,"I thought it again came to pass, and then again I roamed through the city with binoculars to select the right place to establish a satellite tower and satellite station in my white ambassador car."
25,2386.892007,2387.418417,1,overlap,NULL,NULL,NULL,NULL
26,2387.418417,2394.593786,2,speech,"ఇక్కడ నుంచి Maitrivanam కనపడుతుందా లేదా binocularsతో చూసాం అనమాట ఒకసారి road number twenty five అక్కడ Marri Channa Reddy Institute ఉంది కదా",NULL,NULL,"Once we saw that, can we see Maitrivanam from here or not through binoculars? Once on road number 25, there was the Marri Channa Reddy Institute, right?"
27,2394.593786,2395.180935,1,overlap,NULL,NULL,NULL,NULL
28,2395.253823,2403.510356,2,speech,"అక్కడా ఆ ఆ బి buildings వాళ్ళ buildings ఉన్నాయి అంటే సరే అని అక్కడికి వేళ్ళ వెళ్లి building పైకి ఎక్కి అక్కడ నుండి చూసి వస్తుంటే correctగ Maitrivanam కనిపించింది",011110000000000000000000,NULL,"Someone said that there are buildings so  I went there and climbed to the top of the building. Then from there, I saw Maitrivanam correctly ."
29,2403.591342,2404.24733,1,overlap,NULL,NULL,NULL,NULL
30,2404.251379,2407.895754,2,speech,"jackpot దొరికింది అని చెప్పేసి నేను ఆ దాని వెనకాలే కొంత land కూడ ఉంది",000001001000,NULL,"I felt that I got jackpot and beside that, we had land also"
31,2407.895754,2408.264241,1,speech,okay,NULL,NULL,okay
32,2408.312832,2409.070053,2,overlap,NULL,NULL,NULL,NULL
33,2409.070053,2409.572166,2,speech,"government land",NULL,NULL,"Government land"
34,2409.572166,2409.928505,1,speech,ఆ,1,NULL,
35,2410.045935,2411.698052,2,speech,"నేను immediateగ పోయి Harinarayan కి  చెప్పాను",NULL,NULL,"I went immediately and said to Harinarayan"
36,2411.698052,2412.236609,1,overlap,NULL,NULL,NULL,NULL
37,2412.345941,2413.215572,2,speech,"అది కాకుండ",NULL,NULL,"Except that"
38,2413.215572,2413.884677,1,overlap,NULL,NULL,NULL,NULL
39,2413.884677,2415.403166,2,speech,"ఆ secretary ద్వారా industriesఉ",1010,NULL,"That is industries through secretary"
40,2415.403166,2415.743308,1,speech,hmm,1,NULL,
41,2415.824294,2424.236777,2,speech,"సరే ఇక్కడ land కూడా ఉంది తరవాత అక్కడ నుంచి మనకి line of sight communication tower పెడితే satellite పెడితే directగ Maitrivanam కూడా నేను binocularsతో చూసాను",10000000000000000001000,NULL,"Now here, land is also there. Now, when you put a line of sight communication tower and a satellite from there, we can see Maitrivanam directly from binoculars, as I observed."
42,2424.288468,2432.786834,2,speech,"అక్కడ నుండి easyగ we can inter internet facilitiesఉ Maitrivanam building కి ఇవ్వొచ్చు అని చెప్తేయ్ అయన immediateగ పాపం ఆ in addition to ten acres we got one and half acres or is",0011110000000000110000000000011,NULL,"From there, we can give internet facilities to the Maitrivanam building. I said, then immediately he gave an additional ten acres. Then we got one and a half acres."
43,2432.786834,2433.438772,1,overlap,NULL,NULL,NULL,NULL
44,2433.438772,2435.556559,2,speech,"exclusively for the satelliteఆ station",NULL,NULL,"exclusively for the satellite station"
45,2435.556559,2436.556737,1,speech,"kind of free of land మల్లి",000001,NULL,"kind of free of land"
46,2436.556737,2437.386845,2,overlap,NULL,NULL,NULL,NULL
47,2437.386845,2437.99829,1,speech,"super హ",01,NULL,super
48,2437.99829,2441.808686,2,speech,"ఆ ప ప పాపం అయన Harinarayan  గారిని మెచ్చుకోవాలి ఆ ఆ time లో",1110100001000,NULL,"In that time we need to praise Harinarayan sir."
49,2441.808686,2442.501118,1,overlap,"Effort గా హా",001,NULL,"As a effort"
50,2442.634745,2448.704653,2,speech,"ఆ Congressగ government లో even Natarajan కూడా చాలా వా very progressive అ chief secretory",10000001100100,NULL,"Even in the Congress government, Natarajan is also a very progressive chief secretary."
51,2448.757294,2448.993874,1,speech,Oh,1,NULL,
52,2448.993874,2453.709595,2,speech,"ఆ so they they gave me వి వి within a short period I got the",101000110000000,NULL,"so they gave me within a short period, I got the"
53,2453.79868,2454.721921,1,overlap,NULL,NULL,NULL,NULL
54,2454.952732,2464.383564,2,speech,"so అక్కడ satellite అ stationని import చేసుకొని అక్కడ satellite అ station పెట్టి ఒక పెద్ద microwave ఆ communication tower పెట్టేసి అక్కడ నుంచి micro Maitrivanam కి beam చేసాం",11010000010000010010010000,NULL,"we import the satellite station and reach there, we will put a satellite station and a big microwave communication tower, and from there we will beam to Maitrivanam."
55,2464.57793,2465.10434,1,overlap,NULL,NULL,NULL,NULL
56,2465.10434,2468.396425,2,speech,"పెట్టేసి that created the internet facility in Maitrivanam",NULL,NULL,"They laid it and that created the internet facility in Maitrivanam."
57,2468.582693,2469.59502,1,overlap,NULL,NULL,NULL,NULL
58,2469.59502,2476.126549,2,speech,"a beginning of the Hyderabad  growth what it is today అదిగేనా లేకపోతే ఈ growth ఈ",1000000000000101,NULL,"If the beginning of Hyderabad growth is not there, then this growth"
59,2476.126549,2476.742044,1,overlap,NULL,NULL,NULL,NULL
60,2476.742044,2477.612644,2,speech,"ఏముండేది కాదు",NULL,NULL,"Nothing will be there"
61,2477.721976,2478.062117,1,speech,భా,NULL,NULL,Great
62,2478.491344,2485.014775,2,speech,"the the that is the first break through for Hyderabad to Cyberabad story లో first break through break through అది",11000000000001111111,NULL,"That is the first break-through for Hyderabad to Cyberabad story"
63,2485.249634,2487.845239,1,speech,"ఇప్పుడు తెలుసుకుంటారు తెలియని వాళ్ళకి అది ఒక busstop మైత్రి వనం",NULL,NULL,"Now they will know. For those who don't know, there is a Maitrivanam bus stop."
64,2487.845239,2490.108801,2,overlap,NULL,NULL,NULL,NULL
65,2490.205984,2499.069914,2,speech,"so ఎప్పుడైతేయ్ మాకు internet facility వచ్చిందో అయినా కూడా firstఉ ఎ ఎవరు అస్సలు ఆ ఆ ఇ email communication freeగ ఇస్తాం అన్న కూడా తీసుకోలే",0000000111001110000000,NULL,"So when we got internet facilities, no one took email communication for free either."
66,2499.069914,2499.600373,1,speech,oh,1,NULL,
67,2499.855479,2501.446856,2,speech,"ఒ six months freeగ ఇచ్చేసాను",10000,NULL,"I gave it free for six months"
68,2501.446856,2501.819392,1,speech,hmm,1,NULL,
69,2501.819392,2505.180315,2,speech,"నేను ఎం charge చెయ్యను ఆ start using it అని ఆ",0000100011,NULL,"I won't charge anything. Start using it."
70,2505.180315,2506.054965,1,speech,"ఇవి అన్ని మీ authorityలో ఉండేటివి",NULL,NULL,"These all are under your authority"
71,2506.054965,2506.388136,2,speech,అన్ని,NULL,NULL,All
72,2506.388136,2506.978207,1,overlap,NULL,NULL,NULL,NULL
73,2506.978207,2509.776277,2,speech,"yes yes I have ఆమ్మ్ మా say I have full powers",10111110000,NULL,"Yes I have full powers"
74,2509.832967,2510.537546,1,speech,"super హా",01,NULL,Super
75,2510.537546,2513.368011,2,speech,"government had given me like a entrepreneur I used to take care all the",NULL,NULL,"government had given me, like an entrepreneur, I used to take care of all the"
76,2513.37206,2513.804122,1,overlap,NULL,NULL,NULL,NULL
77,2513.804122,2514.881959,2,speech,"ఆ this thing",100,NULL,"this thing"
78,2514.881959,2515.372417,1,speech,hmm,1,NULL,
79,2515.518192,2519.344786,2,speech,"so ఆ రోజుల్లో ఒక ఆ one interesting sto story happened",0001100100,NULL,"So at that time, one interesting story happened."
80,2519.344786,2519.911688,1,speech,hmm,1,NULL,
81,2520.138449,2524.147262,2,speech,"మై Maitrivanamఉ ఆ six four అ building అది",10100100,NULL,"Maitrivanam is a six floor building"
82,2524.147262,2524.811348,1,speech,అవును,NULL,NULL,Yes
83,2524.981419,2534.00732,2,speech,"ఆ అక్కడ ఆ liftఉ ఏదో మన గు Gujarat company ఏదో ఆ వ వాళ్ళు provide చేసిన liftఉ every now and then లి lift prob prob problem ఉండేది",10100010011100001000101100,NULL,"Lift is from a Gujarat company. The lift provided by them has problems now and then."
84,2534.00732,2534.448695,1,speech,okay,NULL,NULL,okay
85,2534.626864,2541.915614,2,speech,"ఈ internet facility ఇచ్చాము companies అప్పుడు BVR Mohan Reddy అయన ఒక five hundred squa square feetఉ sixth floorలో తీసుకున్నాడు",1000000000000100000,NULL,"We gave internet facilities, and then companies like BVR Mohan Reddy took five hundred square feet on the sixth floor."
86,2541.915614,2542.332692,1,speech,oh,1,NULL,
87,2542.352939,2543.523188,2,speech,"ఆ అట్లా జె చె",1011,NULL,"Like that"
88,2543.523188,2543.983551,1,overlap,NULL,NULL,NULL,NULL
89,2543.983551,2544.421422,1,speech,Chairman,NULL,NULL,Chairman
90,2544.451362,2545.113783,2,overlap,NULL,NULL,NULL,NULL
91,2545.386984,2547.007482,2,speech,"ఆ hmm ఆ",111,NULL,
92,2547.007482,2547.140749,1,overlap,NULL,NULL,NULL,NULL
93,2547.140749,2548.021338,1,speech,"ఇస్తార్ లోదు ఆయనవి అయన",0010,NULL,"They will give or not, depending on him."
94,2548.021338,2548.58077,1,overlap,NULL,NULL,NULL,NULL
95,2548.58077,2553.71124,2,speech,"but his wife was the first dietary he was still working in OMC computersలో పనిచేసేవాడు",000000000000001,NULL,"But his wife was the first dietary; he was still working at OMC Computers."
96,2553.71124,2554.168812,1,speech,oh,1,NULL,
97,2554.189058,2565.377289,2,speech,"ఆ but his wife used క come to me and for the all the approvals and all that వాళ్ళకి five hundred square feet కావాలంటే పైన ఇచ్చాను అట్లా మి మిగతా అంత NRI first wave మనకు Maitrivanamకు వచ్చింది NRI Wave",100001000000000001000000001110000000000,NULL,"But his wife used to come to me for all the approvals. They asked for five hundred square feet, so I gave it up like that, and all that came to Maitrivanam was the NRI wave."
98,2565.425881,2565.855107,1,speech,okay,NULL,NULL,okay
99,2565.887501,2571.544381,2,speech,"ఆ సా Sriven computers అని Satya బొ Bollineni అయనా California లో ఉండేవాడు",1100001000000,NULL,"Sriven computers are named Satya Bolli. He used to live in California."
100,2571.544381,2571.797234,1,speech,hmm,1,NULL,
101,2571.797234,2578.522568,2,speech,"వాళ్ళు Sriveni computers అని చెప్పి అ అప్పుడు Maitrivanam లో ఉన్న అన్ని companyలకంటే అది the that is the largest development center",00000100000011000000,NULL,"Sriveni Computers named one there, and it is the largest development center compared to all companies in Maitrivanam."
102,2578.522568,2579.327467,1,speech,"Sriveni computer",NULL,NULL,"Sriveni computer"
103,2579.327467,2580.409281,2,speech,"శ్రీ Sriven computers",100,NULL,"Sriven computers"
104,2580.409281,2581.624013,1,overlap,NULL,NULL,NULL,NULL
105,2581.624013,2586.069417,2,speech,"Company ల he got acquired by Metamor now it has become keen keen ఆ",01110000000011,NULL,"Company was acquired by Metamor. Now it is become keen"
106,2586.069417,2586.518712,1,overlap,NULL,NULL,NULL,NULL
107,2586.518712,2587.437905,2,speech,"two acquisitions అయినాయి",NULL,NULL,"Two acquisitions completed"
108,2587.437905,2587.750289,1,speech,Okay,NULL,NULL,Okay
109,2587.750289,2588.085793,2,overlap,NULL,NULL,NULL,NULL
110,2588.085793,2593.76292,2,speech,"ఆ so then one more company Data Tree అని అది కూడా ఆ Los Angeles ba based company",10000000000100100,NULL,"So then one more company named Data tree is also a Los Angeles based company."
111,2593.76292,2594.11116,1,speech,hmm,1,NULL,
112,2594.11116,2598.646382,2,speech,"got acquired by customer Kim corporation later on అట్లా all NRIs",00000000100,NULL,"Got acquired by customer Kim corporation, later on all NRIs"
113,2598.735466,2599.051312,1,speech,hmm,1,NULL,
114,2599.051312,2603.02773,2,speech,"ఆ free ఆ Smartsoft అని ఒక doctorఉ from Los Angeles",11100000000,NULL,"One doctor from Los Angeles is named Smart Soft"
115,2603.064174,2603.448858,1,overlap,NULL,NULL,NULL,NULL
116,2603.448858,2610.247642,2,speech,"Came and sta started, it got acquired by ఆ ఇది మనా capital IQ ఆ the McGraw Hill group of ఆ companiesఉ",001000001110010000010,NULL,"It came and went; it was acquired by Capital IQ, the MacGraw Hill group of companies."
117,2610.247642,2610.575635,1,speech,hmm,1,NULL,
118,2610.575635,2613.661206,2,speech,"వాళ్ళు తరవాత acquire చేసారు so అట్లా ఆ",0000001,NULL,"Then after that they acquired it like that"
1,2613.661197,2618.946928,2,speech,"in fact, Maitrivanam was the first successful ఆ incubator in the country itself",0000000100000,NULL,"In fact, Maitrivanam itself was the first successful incubator in the country"
2,2619.01866,2619.502849,1,speech,"బ బః",10,NULL,Great
3,2619.502849,2631.742073,2,speech,"twenty companies అందులో వస్తేయ్ all twenty companies they either they got listed in ఆ ఇండియా ఆ stock exchange అ in బ బ base listed list అయి అయింది or got listed in the New York stock exchange",111100010100010100101100111000000000,NULL,"All twenty companies either got listed on the Indian stock exchange as base listings or got listed on the New York stock exchange."
4,2631.742073,2632.333859,1,overlap,NULL,NULL,NULL,NULL
5,2632.333859,2648.540744,2,speech,"Nashd nashdack listing లో ఏందీ lot of big multi మి billion dollars companies acquire ఎ చేసి దాన్ని ఆ they they బె become part of that this thing all companies వా  ఆ all the twenty companies నేను చెప్పాను కదా BVR Mohan Reddy క company",10001000010000100110100010011101000000000010,NULL,"A lot of big companies worth multibillions of dollars acquire Nashdaq's listing, and they become part of this thing. All twenty companies. I said BVR Mohan Reddy Company, right?"
6,2648.540744,2648.830287,1,speech,అవును,NULL,NULL,Yes
7,2648.830287,2649.649031,2,speech,"ఆ గ got list",1100,NULL,"Got list"
8,2649.649031,2650.235406,1,overlap,NULL,NULL,NULL,NULL
9,2650.235406,2652.456054,2,speech,"తరవాత Kernex అని ఒక company got listed in ఆ",000000001,NULL,"Later a company called Kernex got listed in"
10,2652.456054,2652.775329,1,speech,super,NULL,NULL,super
11,2652.775329,2660.103,2,speech,"ఆ this thing తర్వాత SmartSoft got acquired by ఆ ఆ this ఆ ఆ మా ఇది McGraw Hill group of companies",11100100111111100000,NULL,"Later, SmartSoft was acquired by the McGraw Hill Group of Companies."
12,2660.103,2660.416826,1,speech,okay,NULL,NULL,okay
13,2660.416826,2664.438286,2,speech,"Capital IQ ఆ data tree got acquired by ఫ first american corporation",001000001000,NULL,"Capital IQ data tree got acquired by  first American corporation"
14,2664.438286,2664.855226,1,speech,hmm,1,NULL,
15,2664.855226,2668.365597,2,speech,"even computer got acquired by Metamor and then ఆ got acquired",00000000100,NULL,"Even computers got acquired by Metamor and then got acquired"
16,2668.365597,2669.212928,1,overlap,NULL,NULL,NULL,NULL
17,2669.212928,2682.608826,2,speech,"so అవ్ అవన్నీ they they are all became ఆ తరవాత తరవాత అందరు ERP గా గా company what is that ఆ the first ERP company in Hyderabad got listed in ఆ again Na Na Nashdack లో",01101100111001100011000000000101100,NULL,"So, later they all became ERP companies. What was the first ERP company in Hyderabad that got listed on Nashdaq again?"
18,2682.608826,2682.850921,1,speech,hmm,1,NULL,
19,2682.850921,2692.162594,2,speech,"అదే లి list చేసారు వాళ్ళు ఆ so the the that kind of buzz came about Maitrivanam మై Maitrivanam  became the India's first successful",010001011000000010000000,NULL,"They made the same list, so that kind of buzz came about in Maitrivanam. Maitrivanam became the India's first successful"
20,2692.162594,2692.557119,1,overlap,NULL,NULL,NULL,NULL
21,2692.557119,2698.430153,2,speech,"incubator where all the companies ఆ got either good exists ఆ from the IPO",00000100001000,NULL,"incubator where all the companies got either good exists from the IPO"
22,2698.430153,2699.16092,1,overlap,NULL,NULL,NULL,NULL
23,2699.16092,2700.815232,2,speech,"ఆ acqu acquitions అనమాట",1101,NULL,acquisitions
24,2701.043877,2704.63943,1,speech,"In fact చాల మందికి incubators అంటే ఇప్పుడు ఈ THUB లో వీటి నుంచి వింటున్నారు కానీ",NULL,NULL,"In fact, many people mean incubators, but now they are hearing from them in this THUB."
25,2704.63943,2706.310682,2,overlap,NULL,NULL,NULL,NULL
26,2706.310682,2710.082074,2,speech,"అప్పట్లో ఆ it was ఆ వీటి అన్నిటి కంటే ముందు",011110000,NULL,"Before all these, then"
27,2710.082074,2710.593162,1,overlap,NULL,NULL,NULL,NULL
28,2710.593162,2713.019069,2,speech,"ఆ foundation Hyderabad foundation జరిగింది",11000,NULL,"Hyderabad foundation was held"
29,2713.019069,2714.874649,1,overlap,NULL,NULL,NULL,NULL
30,2714.977763,2716.044772,1,speech,"hmm yeah please",100,NULL,"Yes please"
31,2716.044772,2726.764181,2,speech,"so అన్ని జరుగుతున్నప్పుడు ఆ main problem ఆ వాళ్ళకున్న problems అన్ని వాళ్ళకి import license problem లేదు export license problem లేదు internet కూడా ఇచ్చేసాము తరవాత ఎం problem లేదు",00010010000011000110100000,NULL,"So when all this is happening, the main problem they have is that they have no import or export license. After we gave them internet, there was no problem."
32,2726.764181,2727.015305,1,overlap,NULL,NULL,NULL,NULL
33,2727.015305,2734.929527,2,speech,"~కి ఎమన్నా problem ఉన్న కూడా నేను personalగా costumes officer దెగ్గరకు వెల్లేసి వాళ్లొక ఎమన్నా import లో ఎమన్నా struck అయిపోయిన కూడా అది release చేసుకొని తెచేవాడిని so",100000000000000000000000,NULL,"Even if there was any problem, I would personally go to the costume officer, and they would release it even if it was struck in import. So"
34,2734.929527,2735.475101,1,overlap,NULL,NULL,NULL,NULL
35,2735.475101,2743.423872,2,speech,"వాళ్ళకా అస్సలు అ the true single window clearanceఉ ఆ within one hour within twenty four hours any approval I used to give అనమాట",00100000100000000000001,NULL,"At all, they are the true single window clearance within one hour within twenty-four hours of any approval I used to give."
36,2743.423872,2743.894611,1,speech,hmm,1,NULL,
37,2743.925994,2750.753957,2,speech,"ఆ కాబట్టి వాళ్ళకు అసలు in fact కొన్ని companies నేనే personalగ తీసుకుపోయి వాళ్ళకి approval letter అన్ని Maitrivanam లో ఉండేటివి కదా న నా",110000000000000000001,NULL,"In fact, I personally took some companies and gave them approval letters; all of them were in Maitrivanam."
38,2750.753957,2751.650603,1,overlap,NULL,NULL,NULL,NULL
