startTime,endTime,speaker,contentType,transcript,disfluency1,disfluency2,translation
966.95684,987.782135,4,speech,"तो कोई भी चीज़ जो कि particle नही हैं, वो आपका faster जाएगा ही जाएगा [NOISE], अब वही light जब हम optical fiber के through भेजते हैं [BREATH] वो बहुत slow हो जाता हैं वो vacuum के speed से फिर, [NOISE] अगर हम उसको electron electrons के साथ compare करेंगे तो फिर electron एक चीज़ हो गई।",000000000000000100000000000100000010000110000000000000000,,"So anything which is not particle, will obviously go faster. But when light is sent through the Optical Fiber, it appears to slow down very much, compared to the speed in vacuum. Then if we compare it with an electron, then the electron will be considered as a thing"
988.189953,996.293111,4,speech,"और wave energy form हो गया, तो the energy form तभी भी आपका faster ही travel करेगा as compared to the electron.",,,"And the wave will be considered as an energy form. Then still, the energy form will travel faster, as compared to the electrons."
996.49702,996.851644,1,hmm,,,,
997.16194,998.137862,3,overlap,,,,
998.137862,1005.816677,3,speech,"ये भी नई चीज मुझे समझ में आई Sonali तो जो जो electromagne जो fiber optic होती हैं उसमें light की speed से नही जाती हैं light मतलब",0000000000111000000000000001,,"Sonali, this is also a new thing, which I understood. So in Fiber Optic, light does not travel at the speed of light."
1005.940965,1009.539903,4,overlap,,,,
1009.539903,1010.820606,4,speech,"[LAUGH] नहीं नहीं नहीं नहीं ।",101110,,No.
1010.820606,1011.182661,3,hmm,,,,
1011.391229,1012.436345,4,speech,"ahh it is much",1000,,"It is much"
1012.436345,1013.101014,3,overlap,,,,
1013.101014,1018.882661,4,speech,"about silica में it is around तीन lakh divided by one point five five approximately",,,"About, in Silica, it is around three lakh divided by 1.55 approximately."
1019.290479,1020.088383,2,hmm,,,,
1020.097248,1021.099061,3,overlap,,,,
1021.276979,1021.536362,3,speech,ठीक,,,Right.
1021.536362,1021.893014,4,speech,"जी ।",,,Yes.
1022.022705,1023.173611,3,speech,"ठीक ठीक ।",010,,Right.
1023.279999,1034.208298,1,speech,"नही तो इस जैसा आप कहे रही थी Sonali तो फिर आजकल challenges क्या हैं? क्यों ये जो एक vision था वो अ अभी तक realize नहीं हुआ हैं तो कहाँ पर बात अटकी रहेगी?  सिर्फ",1110000000000000000000100000000000000,,"Sonali, as you were saying, then what are the challenges these days? Why this vision has not been realized yet? Then how long will this matter remain stuck? Only"
1034.208298,1035.159903,4,overlap,,,,
1035.180984,1038.328272,1,speech,"Thread की हैं बात की जैसे क्योंकी मैं इसलिए पूछ रहा हु जैसे",0000110000000,,"It's a matter of thread. I am asking because, as"
1038.475638,1039.131692,4,overlap,,,,
1039.291273,1040.568583,1,speech,"act आया US में ।",,,"Act came to the US."
1040.568583,1040.975737,4,speech,"जी ।",,,Yes.
1041.000888,1041.281886,1,speech,"तो ।",,,So
1041.28729,1042.130285,4,overlap,,,,
1042.130285,1046.135516,1,speech,"एक काफी portion रखा गया हैं aa advance listeners के लिए।",00000010000,,"A considerable portion has been kept for advanced listeners."
1046.2685,1047.030942,4,overlap,,,,
1047.030942,1048.742003,1,speech,"उस में एक चीज़ हैं photonics के लिए",,,"There's a thing for photonics."
1048.742003,1050.373273,4,overlap,,,,
1050.426467,1053.626948,1,speech,"तो टो aa बात कहाँ पर अटकी हैं आज की लिए",01100000000,,"So, where the matter is stuck for today?"
1053.733336,1063.379109,4,speech,"aa so एक तो हैं जो technology जरुरत होती हैं photonic chips को बनाने के लिए, clean rooms and state of the art laboratories [BREATH] ।",10000000000000000000000010,,"So one thing is, the technology required for making the Photonic Chips, is clean rooms and state of the art laboratories."
1063.379109,1063.578009,1,hmm,,,,
1063.588817,1065.240885,4,speech,"that is very expensive .",,,"That is very expensive."
1065.302944,1065.719627,1,hmm,,,,
1065.826014,1072.072799,4,speech,"जो uhh चाहे आप optic अभी stan जो fibers telecom में use होते हैं वो तो commercialise हो गए, [BREATH] तो ।",0111011100000000000110,,"The Optic Fibers, used in telecom, have already been commercialized."
1072.072799,1072.149128,1,overlap,,,,
1072.149804,1083.70793,4,speech,"उसके लिए भी फिर भी जब आप उसका processing करते हैं, बनाते हैं, you still need a clean room, [BREATH] similarly [NOISE]. शायद चाहे clean room ज्यादा बोल दिया मैंने but you still need a clean environment.",0000000000000000000111000000000000000,,"Even for that also, when you are processing and making it, you still need a clean room. Maybe, clean room is little too much I said, but you still need a clean environment."
1083.787721,1083.920654,1,overlap,,,,
1083.920654,1100.09156,4,speech,"similarly जब जब हम sillicon photonics की बात कर रहे हैं  [BREATH] एक तो हैं commercial aspect की वो  बहुत expensive हैं, दूसरा हैं [BREATH] light जो technology हैं जो science हैं वो अभी तक हम उस level पे पहुँचे नहीं not the science the technology, अभी तक",00100000000010000000000000100000000000000000000011,,"Similarly when we are talking about Silicon Photonics, one is the commercial aspect, that it is very expensive. The second one is, the technology of light has not reached the level yet, not the science."
1100.09156,1100.394171,1,overlap,,,,
1100.394171,1107.937616,4,speech,"उस level पे पहुँचे नहीं हैं [BREATH] जहाँ पे losse  जो energy loss हो रहा हैं to do the processing वो acceptable level पे आया हैं ।",0000001001000000000000000000,,"We have not reached that level yet, where the energy loss to do the processing, has come to an acceptable level."
1108.123793,1108.700057,1,overlap,,,,
1108.744385,1115.810269,4,speech,"fiber optics optical fiber पहली बार aa discover हुआ था उसमें loss था twenty dB fa per metre",110000100000000100,,"The first discovered Optical Fiber were having the loss of 20 dB per metre."
1116.102834,1116.708275,1,overlap,,,,
1116.708275,1120.154413,4,speech,"की one by आप समझ लीजिये three dB is fifty percent",10000000000,,"Let's assume, 1 by 3 dB is almost 50 percent."
1120.349456,1120.775005,1,hmm,,,,
1120.775005,1122.282157,4,speech,"तो वो twenty dB था ।",,,"So that was 20 dB."
1122.370813,1123.026868,1,overlap,,,,
1123.266239,1132.811631,4,speech,"बीस साल बाद, जाके अभी के level पे पहुँचा हैं जब हमने realise किया कि हम silica को purify कर सकते हैं ninety nine point nine nine percent तक [NOISE]",000000000000000000000000000001,,"After 20 years, we have reached the present level realising that we can purify Silica upto 99.99 percent."
1132.811631,1133.968046,1,overlap,,,,
1133.968046,1147.185767,4,speech,"अभी silicon technology उस level पे नही पहुंचा है जहाँ पे हम लोग losses को reduce कर सकते हैं [BREATH] जिस level पे वो usable हो सकती हैं। [BREATH] so it is a material plus technology problem it is not one problem",000000000000000000011110000010000000000000,,"The Silicon technology has not reached that level yet, where we can reduce the losses and it can be usable. So, it is a material plus technology problem. It is not one problem."
1147.315459,1164.606533,4,speech,"तो कोई भी क्षेत्र पूरी पु पूरी तरीके से develop होने के लिए उसको वो बीस साल देना ही पड़ेगा। हम लोग एक बात कहते थे जब हम lab में काम करते थे कि table talk in the lab और table in the shop के बीच में बीस साल का अन्तर होता हैं।",00001100000000000000000000000000000000000000000000000,,"So, for any area to develop completely, 20 years should be given to it. We used to say one thing when we used to work in the lab, that there is a difference of 20 years between the table talk in the lab and the table talk in the shop."
1164.907963,1165.612761,1,overlap,,,,
1165.612761,1174.150782,4,speech,"कोई भी product उस बीस साल को उसको जाना ही हैं उससे पहले वो नही पहुँच सकता हैं आपका, तो silicon photonics is at that stage",,,"Any product has to go through that 20 years before it can reach your market. So Silicon Photonics is at that stage."
1174.775376,1178.215229,3,speech,"[NOISE] पर बीस साल में हो जाएगा वो भी बहुत बड़िया चीज़ हैं आपको लग रहा हैं",10000000000000000,,"But that is also a very good thing that you feel that it will happen in 20 years."
1178.312751,1179.323429,4,speech,"I am hopeful.",,,"I am hopeful."
1179.323429,1179.559997,3,overlap,,,,
1179.559997,1180.967689,4,speech,"believe in photonics but मुझे",,,"Believe in Photonics, but I"
1180.967689,1181.788066,3,overlap,,,,
1181.80528,1202.81727,4,speech,"aa लगता हैं definitely it will be a big hinderance क्युकी अभी भी जैसे aa optical fibers हैं aa सिरफ normal fibers जो हम जिसको single mode multi mode fibers कहते हैं वही सिरफ commercialise हुई हैं अभी भी जो चीजे specialised fibers बोलते हैं photonic crystal fiber an जिसको हम ।",1000000000000010001000000000000000000000000000000000,,"Looks like, definitely it will be a big hindrance, because still, only the available normal fibers, which we call Single Mode and Multi Mode fibers, have been commercialized. Still, what is called Specialized Fibers like Photonic Crystal Fiber and which we"
1202.923657,1219.899443,4,speech,"special fibers भी होते हैं, तो वो अभी भी बहुत limited जगहों पे use हो रही हैं क्यूंकि उसका cost अभी भी बहुत high हैं [BREATH] और कुछ ही labs में पूरे दे पूरे world में जो की उन fibers को बना सकती हैं, [BREATH] तो time",00000000000000000000000001000011100000000000100,,"There are also special fibers, but they are still used in very limited places because their cost is still very high and there are very few labs in the world that can make such fiber. So, time"
1219.953481,1220.75238,1,overlap,,,,
1220.75238,1227.986709,4,speech,"hopeful क्योंकी अगर कोई technology ऐसी हैं, जो की sustainable भी हैं, तो वो photonics technology हैं ।",,,"Hopeful, because if there is any technology which is sustainable, then that is Photonics technology."
1235.556305,1244.752897,2,speech,"आपके ये sustainable कहने से मुझे एक और सवाल याद आया कि अभी एक ahh  आप कुछ देर पहले बात करते वक्त मुझ से बता रही थी",0000000000000010000000000000,,"When you said 'sustainable', I remembered another question that, a moment ago, you were telling me a thing, while talking to me"
1244.764538,1255.119435,2,speech,"की एक experiment हुआ हैं december twenty twenty two में जिस में अअ एक बड़ा breakthrough आया हैं जो future में शायद clean technology के हिसाब से एक breakthrough हो सकता हैं।",00000000000010000000000000000000,,"An experiment has taken place in December 2022, in which a big breakthrough has come, which in the future, can probably be a breakthrough in terms of clean technology."
1255.119435,1263.314879,2,speech,"हालांकि ये काफी नए [NOISE] stage में हैं पर उस में laser का उपयोग हुआ हैं और उसके through fu fusion की करने की कोशिश हुई है",000010000000000000010100000,,"Although it is in a very new stage, but Laser has been used in it and attempts have been made to do fusion through it."
1263.314879,1269.385794,2,speech,"[BREATH] तो थोड़ा उसके बारे में बता सकते हैं कि ये क्या experiment था? उस में क्या हुआ हैं? आगे क्या हो सकता हैं?",100000000000000000000000,,"So can you tell us a little, what this experiment was? What happened in that? What could happen next?"
1269.385794,1270.084269,4,overlap,,,,
1270.503354,1275.206422,4,speech,"[BREATH] this ए ये बहुत ही exciting एक experiment हुआ हैं [BREATH]",111000000001,,"This is a very exciting experiment, which has happened."
